year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
2006, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,483.0,4.9,4.3
2006, EAV-160601-G, lead batteries,525.0,327.1,235.6
2006, EAV-160602-G, Ni-Cd batteries,104.0,1.2,1.0
2006, EAV-160603-G, Mercury-containing batteries,14.0,0.2,0.1
2006, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",42.0,6.8,1.6
2006, EAV-160708-G,"Tanks,barrels: Wastes containing oil",604.0,134.7,111.7
2006, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",172.0,13.6,12.8
2006, EAV-160802-G, Spent catalysts cont. hazardous transition metals,74.0,7.0,6.9
2006, EAV-160805-G, Spent catalysts containing phosphoric acid,5.0,0.9,0.9
2006, EAV-160806-G, Spent liquids used as catalysts,3.0,0.1,0.1
2006, EAV-160807-G, Spent catalysts contaminated with haza. substances,106.0,6.9,6.4
2006, EAV-160901-G," Permanganates, for example potassium permanganate",0.0,0.0,0.0
2006, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5.0,0.2,0.1
2006, EAV-160903-G," Peroxides, for example hydrogen peroxide",13.0,0.2,0.2
2006, EAV-160904-G," Oxidising substances, nos.",6.0,0.0,0.0
2006, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,116.0,11.8,11.0
2006, EAV-161003-G, Aqueous concentrates cont. hazardous substances,33.0,6.1,4.8
2006, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",18.0,21.5,20.4
2006, EAV-161103-G," Other linings,refractories from metall. processes",50.0,15.3,13.8
2006, EAV-161105-G,"Linings, refractories from non-metal. processes",102.0,22.6,21.1
2006, EAV-17, Construction and demolition wastes,12689.0,9827.0,9077.0
2006, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1528.0,1086.6,1062.0
2006, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",3826.0,828.9,661.1
2006, EAV-170301-G, Bituminous mixtures containing coal tar,3477.0,2680.1,2419.2
2006, EAV-170303-G, Coal tar and tarred products,1351.0,253.0,194.9
2006, EAV-170409-G, Metal waste contaminated with hazardous substances,87.0,5.9,5.1
2006, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",260.0,11.5,9.4
2006, EAV-170503-G, Soil and stones containing hazardous substances,2597.0,3391.3,3218.9
2006, EAV-170505-G, Dredging spoil containing hazardous substances,54.0,76.6,75.2
2006, EAV-170507-G, Track ballast containing hazardous substances,226.0,1020.4,1009.2
2006, EAV-170601-G, insulation materials containing asbestos,148.0,5.5,5.0
2006, EAV-170603-G, Other insulation materials,1434.0,96.3,85.5
2006, EAV-170605-G, Construction materials containing asbestos,3072.0,342.7,307.4
2006, EAV-170801-G,Gypsum-based construction materials contaminated,12.0,1.0,1.0
2006, EAV-170901-G, Construction and demolition wastes cont. mercury,16.0,0.2,0.2
2006, EAV-170902-G, Construction and demolition wastes containing PCB,115.0,7.7,4.6
2006, EAV-170903-G, Other construction and demolition wastes,226.0,19.3,17.9
2006, EAV-18, Wastes from human or animal health care,171.0,12.7,11.5
2006, EAV-180103-G, Wastes (special requirements to prevent infection),110.0,10.3,9.3
2006, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,16.0,0.1,0.1
2006, EAV-180108-G, Cytotoxic and cytostatic medicines,55.0,1.4,1.3
2006, EAV-180110-G, Amalgam waste from dental care,28.0,0.1,0.1
2006, EAV-180202-G, Wastes (special requirements to prevent infection),38.0,0.7,0.6
2006, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,13.0,0.1,0.0
2006, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
2006, EAV-19, Wastes from waste management facilities etc.,1770.0,4677.6,2234.6
2006, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",31.0,35.9,8.4
2006, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",36.0,47.6,10.2
2006, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",105.0,495.8,195.5
2006, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",19.0,11.3,0.9
2006, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",64.0,240.0,112.9
2006, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",115.0,453.9,175.1
2006, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",25.0,39.8,15.0
2006, EAV-190117-G, Pyrolysis wastes containing hazardous substances,15.0,0.8,0.8
2006, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,105.0,530.8,210.0
2006, EAV-190205-G, Sludges from physico/chemical treatment,557.0,203.9,124.5
2006, EAV-190207-G, Oil and concentrates from separation,106.0,104.7,44.2
2006, EAV-190208-G, Liquid combustible wastes cont. haza. substances,17.0,31.4,4.5
2006, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,16.0,3.4,0.7
2006, EAV-190211-G, Other wastes containing hazardous substances,31.0,6.3,4.7
2006, EAV-190304-G," Wastes marked as hazardous, partially stabilized",8.0,48.2,42.6
2006, EAV-190306-G," Wastes marked as hazardous, solidified",11.0,277.2,139.4
2006, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
2006, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
2006, EAV-190702-G, Landfill leachate containing hazardous substances,111.0,503.9,345.6
2006, EAV-190806-G, Saturated or spent ion exchange resins,64.0,0.6,0.6
2006, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",3.0,0.1,0.1
2006, EAV-190808-G, Membrane system waste containing heavy metals,10.0,9.0,9.0
2006, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",41.0,6.4,4.8
2006, EAV-190811-G, Sludges from bio. treat. of industrial waste water,23.0,71.5,61.7
2006, EAV-190813-G, Sludges from other treat.of industrial waste water,178.0,79.6,51.2
2006, EAV-191003-G, Fluff-light fraction and dust,11.0,13.4,13.3
2006, EAV-191005-G, Other fractions containing hazardous substances,11.0,26.9,5.7
2006, EAV-191101-G, Oil regeneration: Spent filter clays,10.0,4.9,4.4
2006, EAV-191102-G, Oil regeneration: Acid tars,3.0,31.3,31.1
2006, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,13.0,1.9,0.6
2006, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
2006, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,39.0,3.6,3.4
2006, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
2006, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,303.0,872.3,401.5
2006, EAV-191211-G, Other wastes (including mixtures of materials),119.0,241.0,117.1
2006, EAV-191301-G, Solid wastes from soil remediation,31.0,235.0,87.4
2006, EAV-191303-G, Sludges from soil remediation,15.0,38.7,1.9
2006, EAV-191305-G, Sludges from groundwater remediation,25.0,3.5,3.4
2006, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",20.0,2.6,2.6
2006, EAV-20," Municipal wastes (household wastes, similar wastes)",1495.0,153.2,133.0
2006, EAV-200113-G, Solvents,239.0,6.7,6.1
2006, EAV-200114-G, acids,226.0,1.0,0.9
2006, EAV-200115-G, alkalines,214.0,0.9,0.8
2006, EAV-200117-G, Photochemicals,165.0,0.7,0.7
2006, EAV-200119-G, Pesticides,238.0,2.0,1.7
2006, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,484.0,8.2,7.8
2006, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,648.0,25.7,19.2
2006, EAV-200126-G, Oil and fat (except 200125),52.0,0.7,0.7
2006, EAV-200127-G,"Paint, inks, adhesives and resins",330.0,18.4,17.2
2006, EAV-200129-G, Detergents containing hazardous substances,77.0,0.3,0.2
2006, EAV-200131-G, Cytotoxic and cytostatic medicines,5.0,0.0,0.0
2006, EAV-200133-G, Batteries and accumulators (160601-160603),81.0,2.4,2.4
2006, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",779.0,71.0,61.2
2006, EAV-200137-G, Wood containing hazardous substances,65.0,15.0,13.8
2007, EAV-01," Wastes resulting from exploration, mining of minerals",29.0,156.6,153.2
2007, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
2007, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
2007, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
2007, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",0.0,0.0,0.0
2007, EAV-010505-G, Oil-containing drilling muds and wastes,23.0,155.5,152.0
2007, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",6.0,1.1,1.1
2007, EAV-02," Wastes from agriculture, horticulture, forestry etc.",69.0,1.1,0.7
2007, EAV-020108-G, Agrochemical waste containing hazardous substances,69.0,1.1,0.7
2007, EAV-03,Wastes from wood processing etc.,27.0,0.4,0.3
2007, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",9.0,0.3,0.3
2007, EAV-030201-G, Non-halogenated organic wood preservatives,5.0,0.0,0.0
2007, EAV-030202-G, Organochlorinated wood preservatives,8.0,0.1,0.1
2007, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
2007, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
2007, EAV-030205-G, Other wood preservatives cont. hazardous subst.,0.0,0.0,0.0
2007, EAV-04," Wastes from the leather, fur, textile industries",18.0,0.5,0.5
2007, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
2007, EAV-040214-G, Wastes from finishing containing organic solvents,7.0,0.2,0.0
2007, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3.0,0.0,0.0
2007, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,8.0,0.3,0.3
2007, EAV-05," Wastes from petrol. refining, natural gas purification.",205.0,78.4,74.0
2007, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
2007, EAV-050103-G, Petroleum refining: Tank bottom sludges,69.0,17.1,16.4
2007,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
2007, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
2007, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,67.0,10.6,10.4
2007, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
2007, EAV-050108-G, Petroleum refining: Other tars,8.0,0.5,0.5
2007, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,11.0,14.8,14.7
2007, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
2007, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
2007, EAV-050115-G, Petroleum refining: Spent filter clays,17.0,2.1,2.0
2007, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
2007, EAV-050603-G, Pyrolytic treatment of coal: Other tars,79.0,31.8,28.6
2007, EAV-050701-G, Natural gas purif.: Wastes containing mercury,3.0,0.1,0.1
2007, EAV-06, Wastes from inorganic chemical processes,1178.0,309.4,289.9
2007, EAV-060101-G, Sulfuric acid and sulphurous acid,191.0,119.4,119.0
2007, EAV-060102-G, hydrochloric acid,62.0,5.9,5.4
2007, EAV-060103-G, hydrofluoric acid,18.0,0.2,0.2
2007,EAV-060104-G, Phosphoric and phosphorous acid,42.0,2.1,2.0
2007, EAV-060105-G, Nitric acid and nitrous acid,58.0,2.3,2.1
2007, EAV-060106-G, Other acids,234.0,20.1,16.9
2007, EAV-060201-G, calcium hydroxide,13.0,0.7,0.7
2007, EAV-060203-G, Ammonium hydroxide,85.0,1.9,1.3
2007, EAV-060204-G, Sodium and potassium hydroxide,48.0,9.4,8.4
2007, EAV-060205-G, Other bases,223.0,19.8,18.7
2007, EAV-060311-G, Solid salts and solutions containing cyanides,42.0,0.4,0.4
2007, EAV-060313-G, Solid salts and solutions containing heavy metals,156.0,7.9,6.0
2007, EAV-060315-G, Metallicoxides containing heavy metals,31.0,4.3,4.3
2007, EAV-060403-G, Wastes containing arsenic,22.0,1.0,0.9
2007, EAV-060404-G, Wastes containing mercury,153.0,5.8,5.4
2007, EAV-060405-G, Wastes containing other heavy metals,126.0,45.9,45.5
2007, EAV-060502-G, Sludges from on-site effluent treatment,84.0,43.5,37.8
2007, EAV-060602-G, Wastes containing hazardous sulphides,6.0,0.3,0.3
2007, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
2007, EAV-060702-G, Activated carbon from chlorine production,4.0,0.0,0.0
2007, EAV-060703-G,Barium sulphate sludge containing mercury,3.0,10.3,10.3
2007, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
2007, EAV-060802-G, Waste containing hazardous chlorocyanes,5.0,2.6,0.0
2007, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
2007, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,6.0,0.1,0.1
2007, EAV-061301-G, Inorganic plant protection products etc.,57.0,0.4,0.2
2007, EAV-061302-G, Spent activated carbon (except 060702),71.0,3.7,3.5
2007, EAV-061304-G, Wastes from asbestos processing,20.0,1.1,0.6
2007, EAV-061305-G, Soot,0.0,0.0,0.0
2007, EAV-07, Wastes from organic chemical processes,2152.0,927.6,846.4
2007, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",151.0,30.4,23.7
2007, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,117.0,20.1,15.1
2007, EAV-070104-G, Organic chem.: Other organic solvents etc.,371.0,101.3,81.6
2007, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,42.0,33.5,31.7
2007, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",146.0,67.6,63.3
2007, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",13.0,0.4,0.4
2007, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",54.0,5.9,5.4
2007, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,39.0,10.2,10.0
2007, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",83.0,22.9,20.9
2007, EAV-070203-G, Plastics: Organic halogenated solvents etc.,39.0,3.5,3.0
2007, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",183.0,35.9,31.3
2007, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",56.0,6.2,2.8
2007, EAV-070208-G," Plastics: Other still bottoms, reaction residues",486.0,72.8,68.8
2007, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",7.0,0.1,0.0
2007, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,47.0,5.3,4.4
2007, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,15.0,3.7,3.3
2007, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,31.0,0.6,0.6
2007, EAV-070216-G, Plastics: Waste containing hazardous silicones,4.0,1.0,0.3
2007, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",33.0,3.6,3.3
2007, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,32.0,2.1,1.8
2007, EAV-070304-G, Organic dyes: Other organic solvents etc.,327.0,48.3,43.9
2007, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,9.0,0.8,0.8
2007, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",32.0,2.3,2.1
2007, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",7.0,0.4,0.4
2007, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",15.0,3.7,3.7
2007, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,8.0,0.2,0.2
2007, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,18.0,9.5,9.5
2007, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,12.0,15.2,15.2
2007, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,17.0,17.2,17.2
2007, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,8.0,4.1,4.1
2007, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",10.0,2.1,2.1
2007, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,3.0,0.1,0.1
2007, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",7.0,0.3,0.3
2007, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,0.0,0.0,0.0
2007, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,9.0,0.1,0.1
2007, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,56.0,47.0,47.0
2007, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,49.0,12.0,12.0
2007, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,88.0,66.7,66.6
2007, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,9.0,2.0,2.0
2007, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",54.0,3.3,3.3
2007, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,9.0,0.1,0.1
2007, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",24.0,1.7,1.7
2007, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,5.0,1.1,1.1
2007, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,36.0,1.5,1.5
2007, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",136.0,26.1,23.6
2007, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",30.0,1.3,0.6
2007, EAV-070604-G," Fats, soaps: Other organic solvents etc.",78.0,8.1,6.8
2007, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",0.0,0.0,0.0
2007, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",154.0,44.5,41.7
2007, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
2007, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",18.0,3.2,3.2
2007, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",7.0,1.8,1.8
2007, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",146.0,61.1,56.8
2007, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,117.0,15.6,13.1
2007, EAV-070704-G, Fine chem.: Other organic solvents etc.,203.0,55.9,52.8
2007, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",37.0,4.2,3.2
2007, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80.0,34.8,32.9
2007, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",22.0,0.4,0.3
2007, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",61.0,2.1,1.8
2007, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,20.0,1.9,1.2
2007, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1818.0,178.7,156.3
2007, EAV-080111-G," Waste paint, varnish containing organic solvents",788.0,59.7,47.2
2007, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,566.0,35.7,31.8
2007, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",204.0,20.7,17.7
2007, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,217.0,22.2,21.8
2007, EAV-080119-G, Aqueous suspensions cont. paint or varnish,41.0,8.9,8.9
2007, EAV-080121-G, Waste paint or varnish remover,20.0,0.5,0.5
2007, EAV-080312-G, Waste ink containing hazardous substances,144.0,6.3,5.6
2007, EAV-080314-G, Ink sludges containing hazardous substances,64.0,4.8,4.6
2007, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
2007, EAV-080317-G, Waste printing toner cont. hazardous substances,10.0,0.0,0.0
2007, EAV-080319-G, Disperse oil,0.0,0.0,0.0
2007,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,332.0,17.9,16.3
2007, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,17.0,0.4,0.4
2007, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",14.0,0.5,0.5
2007, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",19.0,0.6,0.6
2007, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
2007, EAV-080501-G, Waste isocyanates,32.0,0.3,0.3
2007, EAV-09, Wastes from the photographic industry,267.0,52.6,38.6
2007, EAV-090101-G, Water-based developer and activator solutions,193.0,18.6,14.6
2007, EAV-090102-G, Water-based offset plate developer solutions,95.0,12.1,8.8
2007, EAV-090103-G, Solvent-based developer solutions,15.0,0.3,0.0
2007, EAV-090104-G, fixer solutions,149.0,14.7,11.0
2007, EAV-090105-G, Bleach solutions and bleach fixer solutions,47.0,4.0,3.9
2007, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
2007, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
2007, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),6.0,2.7,0.1
2007,EAV-10, Wastes from thermal processes,649.0,900.6,692.0
2007, EAV-100104-G, Oil fly ash and boiler dust,34.0,3.5,1.8
2007, EAV-100109-G, Sulfuric acid,0.0,0.0,0.0
2007, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
2007, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",18.0,23.3,22.6
