GENESIS-Tabelle: 32111-0002
Abfallentsorgung: Deutschland, Jahre, Abfallarten;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;
Deutschland;;;;;;;
;;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall
2017;EAV-080116-U;Wässrige Schlämme (ohne 080115);71;51,7;6,3;45,4;-
2017;EAV-080117-G;Abfälle aus der Farb- oder Lackentfernung;55;18,7;0,1;18,5;0,1
2017;EAV-080118-U;Abfälle aus Farb- od. Lackentfernung (oh. 080117);25;2,7;-;2,7;-
2017;EAV-080119-G;Wässrige Suspensionen, Farben o. Lacke enthaltend;22;17,0;0,0;17,0;-
2017;EAV-080120-U;Wässrige Suspensionen (ohne 080119);51;12,8;0,9;11,8;-
2017;EAV-080121-G;Farb- oder Lackentfernerabfälle;8;0,4;0,0;0,4;-
2017;EAV-080199-U;Farben, Lacke: Abfälle a.n.g.;3;0,1;-;0,1;-
2017;EAV-080201-U;Abfälle von Beschichtungspulver;39;2,8;0,0;2,7;0,1
2017;EAV-080202-U;Wässrige Schlämme,keramische Werkstoffe enthaltend;19;1,5;-;1,5;-
2017;EAV-080203-U;Wässrige Suspensionen,keram. Werkstoffe enthaltend;7;1,0;-;1,0;-
2017;EAV-080299-U;Andere Beschichtungen: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-080307-U;Wässrige Schlämme, die Druckfarben enthalten;8;0,4;-;0,4;0,0
2017;EAV-080308-U;Wässrige flüssige Abfälle,d. Druckfarben enthalten;28;8,6;1,1;7,4;0,1
2017;EAV-080312-G;Druckfarbenabfälle mit gefährlichen Stoffen;31;3,6;0,3;3,2;0,0
2017;EAV-080313-U;Druckfarbenabfälle (ohne 080312);33;2,4;0,0;2,3;-
2017;EAV-080314-G;Druckfarbenschlämme mit gefährlichen Stoffen;19;4,1;0,0;4,1;-
2017;EAV-080315-U;Druckfarbenschlämme (ohne 080314);8;0,5;-;0,5;-
2017;EAV-080316-G;Abfälle von Ätzlösungen;-;-;-;-;-
2017;EAV-080317-G;Tonerabfälle, die gefährliche Stoffe enthalten;7;0,0;0,0;0,0;-
2017;EAV-080318-U;Tonerabfälle (ohne 080317);47;1,9;0,0;1,9;0,0
2017;EAV-080319-G;Dispersionsöl;-;-;-;-;-
2017;EAV-080399-U;Druckfarben: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-080409-G;Klebstoff- und Dichtmassenabfälle mit gefährl. St.;55;18,4;0,4;15,6;2,4
2017;EAV-080410-U;Klebstoff- und Dichtmassenabfälle (ohne 080409);70;13,0;0,1;12,8;0,1
2017;EAV-080411-G;Klebstoff- und dichtmassenhaltige Schlämme;-;-;-;-;-
2017;EAV-080412-U;Klebstoff- u. dichtmassenhalt. Schlämme(oh.080411);8;0,8;-;0,8;-
2017;EAV-080413-G;Klebst.,Dichtm.: Wässrige Schlämme m.gefährl.St.;10;0,5;0,0;0,4;-
2017;EAV-080414-U;Wässrige Schlämme (ohne 080413);28;5,1;0,1;5,0;-
2017;EAV-080415-G;Klebst.,Dichtm.:Wässrige flüssige Abf.m.gefährl.St;8;0,4;0,1;0,3;-
2017;EAV-080416-U;Wässrige flüssige Abfälle (ohne 080415);24;17,1;12,0;5,1;-
2017;EAV-080417-G;Klebstoffe, Dichtmassen: Harzöle;-;-;-;-;-
2017;EAV-080499-U;Klebstoffe, Dichtmassen: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-080501-G;Isocyanatabfälle;15;1,4;0,1;0,8;0,5
2017;EAV-090101-G;Entwickler und Aktivatorenlösungen auf Wasserbasis;29;2,6;0,0;2,2;0,4
2017;EAV-090102-G;Offsetdruckplatten-Entwicklerlösungen;23;5,1;0,0;4,8;0,3
2017;EAV-090103-G;Entwicklerlösungen auf Lösemittelbasis;-;-;-;-;-
2017;EAV-090104-G;Fixierbäder;27;3,0;0,1;2,4;0,5
2017;EAV-090105-G;Bleichlösungen und Bleich-Fixier-Bäder;10;1,3;0,0;1,1;0,2
2017;EAV-090106-G;Silberhaltige Abfälle aus Beh. fotograf. Abfälle;-;-;-;-;-
2017;EAV-090107-U;Filme und fotografische Papiere mit Silber;11;3,0;-;2,0;1,0
2017;EAV-090108-U;Filme und fotografische Papiere ohne Silber;23;3,0;0,0;3,0;-
2017;EAV-090110-U;Einwegkameras ohne Batterien;-;-;-;-;-
2017;EAV-090111-G;Einwegkameras mit Batterien (160601-160603);-;-;-;-;-
2017;EAV-090112-U;Einwegkameras mit Batterien (ohne 090111);-;-;-;-;-
2017;EAV-090113-G;Abfälle aus Silberrückgewinnung (ohne 090106);-;-;-;-;-
2017;EAV-090199-U;Fotografische Industrie: Abfälle a.n.g.;6;0,5;0,0;0,4;0,0
2017;EAV-100101-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100104);241;5709,6;4600,8;1102,9;6,0
2017;EAV-100102-U;Filterstäube aus Kohlefeuerung;65;3090,3;42,0;3047,9;0,5
2017;EAV-100103-U;Filterstäube aus Torffeuerung und Feuerung;50;52,3;-;52,2;0,1
2017;EAV-100104-G;Filterstäube und Kesselstaub aus Ölfeuerung;12;4,0;0,0;3,3;0,7
2017;EAV-100105-U;Reaktionsabfälle auf Calciumbasis in fester Form;55;909,5;472,6;413,1;23,8
2017;EAV-100107-U;Reaktionsabfälle auf Calciumbasis (Schlämme);20;34,1;0,1;34,0;-
2017;EAV-100109-G;Schwefelsäure;-;-;-;-;-
2017;EAV-100113-G;Filterstäube aus emulgierten Kohlenwasserstoffen;-;-;-;-;-
2017;EAV-100114-G;Rost- und Kesselasche, Schlacken, Kesselstaub;31;47,5;0,1;44,3;3,1
2017;EAV-100115-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);49;751,5;11,2;737,3;3,0
2017;EAV-100116-G;Filterstäube aus der Abfallmitverbrennung;18;21,1;-;21,1;-
2017;EAV-100117-U;Filterstäube aus Abfallmitverbrennung (oh.100116);43;1850,7;198,9;1648,7;3,1
2017;EAV-100118-G;Abfälle aus der Abgasbehandlung mit gefährl. St.;41;27,2;0,0;26,1;1,0
2017;EAV-100119-U;Abfälle a. Abgasbehandl.(oh.100105,100107,100118);31;25,2;0,0;18,6;6,6
2017;EAV-100120-G;Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);9;3,8;0,0;3,8;-
2017;EAV-100121-U;Schlämme a. betriebs.Abwasserbehandlung(oh.100120);15;4,1;0,1;4,0;-
2017;EAV-100122-G;Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;8;2,3;1,2;1,1;-
2017;EAV-100123-U;Wässrige Schlämme aus Kesselreinigung (oh.100122);8;0,2;-;0,2;-
2017;EAV-100124-U;Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;4;5,2;-;5,2;-
2017;EAV-100125-U;Abfälle aus Lagerung u. Vorbereitung von Brennst.;6;4,4;-;4,4;-
2017;EAV-100126-U;Abfälle aus der Kühlwasserbehandlung;4;4,2;0,6;3,6;-
2017;EAV-100199-U;Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;-;-;-;-;-
2017;EAV-100201-U;Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;28;612,0;379,0;202,6;30,4
2017;EAV-100202-U;Eisen-,Stahlind.: Unbearbeitete Schlacke;74;1245,1;657,8;584,1;3,2
2017;EAV-100207-G;Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;45;409,2;0,4;237,1;171,7
2017;EAV-100208-U;Abfälle aus der Abgasbehandlung (ohne 100207);34;391,2;118,2;273,0;-
2017;EAV-100210-U;Eisen-,Stahlind.: Walzzunder;35;293,7;92,7;192,9;8,1
2017;EAV-100211-G;Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;5;8,3;-;4,5;3,8
2017;EAV-100212-U;Abfälle aus der Kühlwasserbehandlung (ohne 100211);-;-;-;-;-
2017;EAV-100213-G;Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;12;171,4;88,0;80,0;3,4
2017;EAV-100214-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);8;166,0;112,9;47,1;6,0
2017;EAV-100215-U;Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;19;123,6;10,9;112,0;0,7
2017;EAV-100299-U;Eisen- und Stahlindustrie: Abfälle a.n.g.;8;17,7;2,1;8,6;7,1
2017;EAV-100302-U;Aluminium-Metallurgie: Anodenschrott;4;17,6;-;0,1;17,5
2017;EAV-100304-G;Aluminium-Metallurgie: Schlacken aus Erstschmelze;4;1,3;-;1,3;-
2017;EAV-100305-U;Aluminium-Metallurgie: Aluminiumoxidabfälle;4;6,2;-;5,8;0,4
2017;EAV-100308-G;Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;5;441,2;35,3;309,8;96,1
2017;EAV-100309-G;Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;-;-;-;-;-
2017;EAV-100315-G;Aluminium-Metallurgie: Abschaum (entzündlich);7;43,1;27,2;7,9;8,0
2017;EAV-100316-U;Abschaum (ohne 100315);9;196,8;0,1;137,8;58,9
2017;EAV-100317-G;Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;5;0,4;-;0,4;-
2017;EAV-100318-U;Abfälle aus der Anodenherstellung (ohne 100317);-;-;-;-;-
2017;EAV-100319-G;Aluminium-Metallurgie: Filterstaub m.gefährl.St.;10;5,7;-;3,9;1,8
2017;EAV-100320-U;Filterstaub (ohne 100319);5;1,3;-;1,3;-
2017;EAV-100321-G;Aluminium-Metallurgie: Andere Teilchen und Staub;12;2,5;0,1;2,4;-
2017;EAV-100322-U;Andere Teilchen und Staub (ohne 100321);-;-;-;-;-
2017;EAV-100323-G;Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;13;18,1;-;18,1;-
2017;EAV-100324-U;Feste Abfälle aus der Abgasbehandlung (oh. 100323);-;-;-;-;-
2017;EAV-100325-G;Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-;-;-;-
2017;EAV-100326-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);-;-;-;-;-
2017;EAV-100327-G;Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;4;0,3;-;0,3;0,0
2017;EAV-100328-U;Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-;-;-;-
2017;EAV-100329-G;Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-;-;-;-
2017;EAV-100330-U;Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-;-;-;-
2017;EAV-100399-U;Aluminium-Metallurgie: Abfälle a.n.g.;4;12,1;11,9;0,2;-
2017;EAV-100401-G;Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);15;119,7;13,6;106,0;0,1
2017;EAV-100402-G;Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);12;8,5;-;8,5;-
2017;EAV-100403-G;Bleimetallurgie: Calciumarsenat;-;-;-;-;-
2017;EAV-100404-G;Bleimetallurgie: Filterstaub;3;0,1;0,0;0,1;-
2017;EAV-100405-G;Bleimetallurgie: Andere Teilchen und Staub;6;6,3;-;6,3;-
2017;EAV-100406-G;Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;3;0,4;-;0,4;-
2017;EAV-100407-G;Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;3;0,5;-;0,5;-
2017;EAV-100409-G;Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2017;EAV-100410-U;Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-;-;-;-
2017;EAV-100499-U;Bleimetallurgie: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-100501-U;Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);15;225,9;53,2;172,6;0,1
2017;EAV-100503-G;Zinkmetallurgie: Filterstaub;3;0,0;0,0;0,0;-
2017;EAV-100504-U;Zinkmetallurgie: Andere Teilchen und Staub;6;0,4;0,0;0,3;0,0
2017;EAV-100505-G;Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;4;0,5;-;0,3;0,2
2017;EAV-100506-G;Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-;-;-;-
2017;EAV-100508-G;Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2017;EAV-100509-U;Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-;-;-;-
2017;EAV-100510-G;Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-;-;-;-
2017;EAV-100511-U;Krätzen, Abschaum (ohne 100510);3;0,2;-;0,1;0,0
2017;EAV-100599-U;Zinkmetallurgie: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-100601-U;Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);13;93,3;14,3;51,8;27,2
2017;EAV-100602-U;Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);7;21,6;0,2;10,4;11,1
2017;EAV-100603-G;Kupfermetallurgie: Filterstaub;4;2,6;-;1,3;1,3
2017;EAV-100604-U;Kupfermetallurgie: Andere Teilchen und Staub;4;4,2;-;2,7;1,6
2017;EAV-100606-G;Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;3;4,4;-;1,8;2,6
2017;EAV-100607-G;Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-;-;-;-
2017;EAV-100609-G;Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2017;EAV-100610-U;Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-;-;-;-
2017;EAV-100699-U;Kupfermetallurgie: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-100701-U;Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);7;4,9;-;1,2;3,7
2017;EAV-100702-U;Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);3;0,2;-;0,1;0,1
2017;EAV-100703-U;Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-;-;-;-
2017;EAV-100704-U;Silbermet.u.a.: Andere Teilchen und Staub;10;1,5;0,0;0,2;1,4
2017;EAV-100705-U;Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-;-;-;-
2017;EAV-100707-G;Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-;-;-;-
2017;EAV-100708-U;Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-;-;-;-
2017;EAV-100799-U;Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;4;1,5;-;0,1;1,4
2017;EAV-100804-U;Nichteisenmetallurgie: Teilchen und Staub;11;1,4;0,6;0,8;0,0
2017;EAV-100808-G;Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);-;-;-;-;-
2017;EAV-100809-U;Nichteisenmetallurgie: Andere Schlacken;10;24,8;0,0;24,8;0,0
2017;EAV-100810-G;Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);3;0,8;-;0,8;0,0
2017;EAV-100811-U;Krätzen, Abschaum (ohne 100810);5;4,4;-;2,8;1,6
2017;EAV-100812-G;Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-;-;-;-
2017;EAV-100813-U;Kohlenstoffhaltige Abfälle (ohne 100812);-;-;-;-;-
2017;EAV-100814-U;Nichteisenmetallurgie: Anodenschrott;-;-;-;-;-
2017;EAV-100815-G;Nichteisenmetallurgie: Filterstaub m.gefährl.St.;19;5,3;0,0;5,1;0,2
2017;EAV-100816-U;Filterstaub (ohne 100815);9;5,0;4,9;0,1;-
2017;EAV-100817-G;Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-;-;-;-
2017;EAV-100818-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-;-;-;-
2017;EAV-100819-G;Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2017;EAV-100820-U;Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-;-;-;-
2017;EAV-100899-U;Nichteisenmetallurgie: Abfälle a.n.g;-;-;-;-;-
2017;EAV-100903-U;Eisen,Stahl: Ofenschlacke;85;282,0;12,5;269,3;0,2
2017;EAV-100905-G;Eisen,Stahl: Gießformen und -sande vor dem Gießen;3;0,1;0,0;0,1;-
2017;EAV-100906-U;Gießformen und -sande vor dem Gießen (oh.100905);46;128,2;8,9;119,3;-
2017;EAV-100907-G;Eisen,Stahl: Gießformen und -sande nach dem Gießen;9;0,9;-;0,9;-
2017;EAV-100908-U;Gießformen u. -sande nach dem Gießen (ohne 100907);183;1713,1;245,9;1460,8;6,5
2017;EAV-100909-G;Eisen,Stahl: Filterstaub mit gefährlichen Stoffen;29;12,0;-;12,0;-
2017;EAV-100910-U;Filterstaub (ohne 100909);45;55,4;5,7;49,6;0,1
2017;EAV-100911-G;Eisen,Stahl: Andere Teilchen mit gefährl. Stoffen;3;0,5;-;0,5;-
2017;EAV-100912-U;Andere Teilchen (ohne 100911);3;2,0;-;1,1;0,9
2017;EAV-100913-G;Eisen,Stahl: Abf. v. Bindemitteln mit gefährl. St.;-;-;-;-;-
2017;EAV-100914-U;Abfälle von Bindemitteln (ohne 100913);-;-;-;-;-
2017;EAV-100915-G;Eisen,Stahl: Abf. aus rissanzeigenden Substanzen;-;-;-;-;-
2017;EAV-100916-U;Abfälle aus rissanzeigenden Substanzen (oh.100915);-;-;-;-;-
2017;EAV-100999-U;Gießen von Eisen und Stahl: Abfälle a.n.g.;5;1,7;0,5;0,6;0,7
2017;EAV-101003-U;Nichteisenmetalle: Ofenschlacke;9;25,1;-;20,2;4,9
2017;EAV-101005-G;Nichteisenmet.: Gießformen, -sande vor dem Gießen;-;-;-;-;-
2017;EAV-101006-U;Gießformen und -sande vor dem Gießen (ohne 101005);20;12,1;-;12,1;-
2017;EAV-101007-G;Nichteisenmet.: Gießformen, -sande nach dem Gießen;9;4,6;-;3,9;0,7
2017;EAV-101008-U;Gießformen und -sande nach dem Gießen (oh. 101007);94;239,3;3,5;235,5;0,4
2017;EAV-101009-G;Nichteisenmetalle: Filterstaub m.gefährl.Stoffen;11;4,7;-;4,4;0,4
2017;EAV-101010-U;Filterstaub (ohne 101009);13;2,0;0,1;1,9;0,0
2017;EAV-101011-G;Nichteisenmet.: And. Teilchen mit gefährl. Stoffen;4;2,5;-;0,0;2,5
2017;EAV-101012-U;Andere Teilchen (ohne 101011);3;0,0;-;0,0;0,0
2017;EAV-101013-G;Nichteisenmet.:Abf.v. Bindemitteln mit gefährl.St.;-;-;-;-;-
2017;EAV-101014-U;Abfälle von Bindemitteln (ohne 101013);-;-;-;-;-
2017;EAV-101015-G;Nichteisenmetalle: Abf. aus rissanzeigenden Subst.;-;-;-;-;-
2017;EAV-101016-U;Abfälle aus rissanzeigenden Substanzen (oh.101015);-;-;-;-;-
2017;EAV-101099-U;Gießen von Nichteisenmetallen: Abfälle a.n.g.;5;2,3;-;2,1;0,2
2017;EAV-101103-U;Glasfaserabfall;37;54,7;27,5;27,2;-
2017;EAV-101105-U;Glasherstellung: Teilchen und Staub;10;3,4;2,3;1,1;-
2017;EAV-101109-G;Gemengeabfall mit gefährl. Stoffen v. d. Schmelzen;8;0,5;0,0;0,5;-
2017;EAV-101110-U;Gemengeabfall vor dem Schmelzen (ohne 101109);11;3,9;-;3,9;-
2017;EAV-101111-G;Glasabfall in kleinen Teilchen und Glasstaub;9;8,5;-;8,5;-
2017;EAV-101112-U;Glasabfall (ohne 101111);56;292,7;96,3;178,1;18,3
2017;EAV-101113-G;Glaspolier- und Glasschleifschlämme;13;0,8;0,0;0,8;-
2017;EAV-101114-U;Glaspolier- und Glasschleifschlämme (ohne 101113);44;4,2;0,0;4,1;0,1
2017;EAV-101115-G;Glasherstellung: Feste Abfälle aus Abgasbehandlung;14;2,7;0,0;2,4;0,3
2017;EAV-101116-U;Feste Abfälle aus der Abgasbehandlung (oh. 101115);9;3,5;-;3,5;-
2017;EAV-101117-G;Glasherstellung: Schlämme, Filterk. aus Abgasbeh.;-;-;-;-;-
2017;EAV-101118-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.101117);-;-;-;-;-
2017;EAV-101119-G;Glasherst.:Feste Abf. a. betriebseig. Abwasserbeh.;7;1,1;-;1,1;-
2017;EAV-101120-U;Feste Abfälle a. betriebs. Abwasserbeh.(oh.101119);8;1,1;0,1;1,0;-
2017;EAV-101199-U;Glasherstellung: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-101201-U;Keramikerzeugnisse: Rohmischungen vor dem Brennen;24;26,0;11,9;14,1;-
2017;EAV-101203-U;Keramikerzeugnisse: Teilchen und Staub;30;25,5;-;23,0;2,5
2017;EAV-101205-U;Keramikerzeugnisse: Schlämme, Filterk. a.Abgasbeh.;-;-;-;-;-
2017;EAV-101206-U;Keramikerzeugnisse: Verworfene Formen;16;13,9;0,2;11,2;2,5
2017;EAV-101208-U;Abfälle aus Keramikerzeugnissen, Ziegeln u.a.;40;36,4;6,9;28,9;0,6
2017;EAV-101209-G;Keramikerzeugnisse: Feste Abfälle a. Abgasbehandl.;8;5,2;-;5,2;-
2017;EAV-101210-U;Feste Abfälle aus der Abgasbehandlung (oh. 101209);25;5,8;-;5,8;-
2017;EAV-101211-G;Keramikerzeugn.: Glasurabfälle mit Schwermetallen;3;0,0;-;0,0;-
2017;EAV-101212-U;Glasurabfälle (ohne 101211);3;0,2;-;0,2;-
2017;EAV-101213-U;Keramikerzeugn.:Schlämme(betriebseig.Abwasserbeh.);17;22,8;12,8;9,9;-
2017;EAV-101299-U;Keramikerzeugnisse,keram.Baustoffe: Abfälle a.n.g.;6;1,4;-;1,4;-
2017;EAV-101301-U;Zement u.a.:Abfälle von Rohgemenge vor dem Brennen;3;9,3;5,0;4,4;-
2017;EAV-101304-U;Abfälle a.Kalzinierung,Hydratisierung v.Branntkalk;17;63,3;58,2;5,1;-
2017;EAV-101306-U;Zement u.a.: Teilchen, Staub (außer 101312,101313);39;32,3;1,4;30,9;-
2017;EAV-101307-U;Zement u.a.: Schlämme, Filterkuchen aus Abgasbeh.;-;-;-;-;-
2017;EAV-101309-G;Asbesthaltige Abfälle a. Herstell. v. Asbestzement;-;-;-;-;-
2017;EAV-101310-U;Abfälle aus Herstellung v. Asbestzement(oh.101309);-;-;-;-;-
2017;EAV-101311-U;Abfälle aus Verbundstoffen (ohne 101309, 101310);28;20,0;3,8;16,2;-
2017;EAV-101312-G;Zement u.a.: Feste Abfälle aus Abgasbehandlung;10;3,7;-;3,7;-
2017;EAV-101313-U;Feste Abfälle aus der Abgasbehandlung (oh. 101312);6;24,6;14,7;10,0;-
2017;EAV-101314-U;Betonabfälle und Betonschlämme;53;25,3;3,4;21,9;-
2017;EAV-101399-U;Zement, Gips, Branntkalk: Abfälle a.n.g.;5;2,1;0,2;1,9;-
2017;EAV-101401-G;Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung;13;0,5;-;0,4;0,1
2017;EAV-110105-G;Oberflächenbearb.: Saure Beizlösungen;82;185,0;8,9;137,3;38,8
2017;EAV-110106-G;Oberflächenbearb.: Säuren a.n.g.;46;12,0;6,2;5,8;0,1
2017;EAV-110107-G;Oberflächenbearb.: Alkalische Beizlösungen;69;100,7;6,3;82,2;12,3
2017;EAV-110108-G;Oberflächenbearb.: Phosphatierschlämme;55;12,0;2,6;9,3;0,1
2017;EAV-110109-G;Oberflächenbearb.: Schlämme,Filterkuchen m.gef.St.;120;418,7;315,8;87,8;15,0
2017;EAV-110110-U;Schlämme und Filterkuchen (ohne 110109);81;113,7;73,2;38,5;2,0
2017;EAV-110111-G;Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.;106;418,9;333,6;81,5;3,8
2017;EAV-110112-U;Wässrige Spülflüssigkeiten (ohne 110111);52;136,5;102,3;34,2;-
2017;EAV-110113-G;Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.;41;14,4;0,0;14,3;0,0
2017;EAV-110114-U;Abfälle aus der Entfettung (ohne 110113);13;0,6;0,1;0,5;-
2017;EAV-110115-G;Oberflächenbearb.: Eluate,Schlämme a. Membransyst.;5;4,7;4,1;0,6;-
2017;EAV-110116-G;Oberflächenbearb.: Ionenaustauscherharze;11;0,1;0,0;0,1;0,0
2017;EAV-110198-G;Oberflächenbearb.: Andere Abfälle mit gefährl. St.;50;19,4;0,2;17,5;1,7
2017;EAV-110199-U;Oberflächenbearbeitung: Abfälle a.n.g.;12;0,9;0,5;0,2;0,3
2017;EAV-110202-G;Schlämme aus der Zink-Hydrometallurgie;9;150,9;146,3;2,2;2,5
2017;EAV-110203-U;Abfälle aus der Herstellung von Anoden;3;0,1;-;0,0;0,1
2017;EAV-110205-G;Abfälle aus Prozessen der Kupfer-Hydrometallurgie;-;-;-;-;-
2017;EAV-110206-U;Abfälle aus Prozes. d.Kupfer-Hydromet.(oh.110205);4;1,1;-;0,3;0,9
2017;EAV-110207-G;Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.;5;16,2;-;16,0;0,2
2017;EAV-110299-U;Nichteisen-Hydrometallurgie: Abfälle a.n.g.;7;19,7;-;19,6;0,1
2017;EAV-110301-G;Schlämme,Festst.a.Härteprozessen: Cyanidh. Abfälle;8;0,8;-;0,4;0,3
2017;EAV-110302-G;Schlämme,Festst.a.Härteprozessen: Andere Abfälle;14;1,5;0,0;1,2;0,3
2017;EAV-110501-U;Verzinkung: Hartzink;5;9,1;-;5,2;3,9
2017;EAV-110502-U;Verzinkung: Zinkasche;5;18,5;0,3;8,0;10,3
2017;EAV-110503-G;Verzinkung: Feste Abfälle aus Abgasbehandlung;7;0,4;-;0,4;-
2017;EAV-110504-G;Verzinkung: Gebrauchte Flussmittel;4;0,3;0,1;0,3;-
2017;EAV-110599-U;Verzinkung: Abfälle a.n.g.;-;-;-;-;-
2017;EAV-120101-U;Eisenfeil- und -drehspäne;119;663,8;5,8;635,4;22,6
2017;EAV-120102-U;Eisenstaub und -teilchen;178;1014,5;6,5;973,7;34,3
2017;EAV-120103-U;NE-Metallfeil- und -drehspäne;113;103,9;1,5;85,2;17,2
2017;EAV-120104-U;NE-Metallstaub und -teilchen;97;112,7;7,3;92,2;13,3
2017;EAV-120105-U;Kunststoffspäne und -drehspäne;108;36,1;0,0;32,7;3,4
2017;EAV-120106-G;Halogenhaltige Bearbeitungsöle auf Mineralölbasis;13;0,3;0,0;0,2;0,1
2017;EAV-120107-G;Halogenfreie Bearbeitungsöle auf Mineralölbasis;39;63,6;1,1;62,4;0,1
2017;EAV-120108-G;Halogenhaltige Bearbeitungsemulsionen u. -lösungen;16;2,5;0,0;2,5;-
2017;EAV-120109-G;Halogenfreie Bearbeitungsemulsionen und -lösungen;142;641,8;64,2;574,3;3,2
2017;EAV-120110-G;Synthetische Bearbeitungsöle;14;0,5;-;0,5;-
2017;EAV-120112-G;Gebrauchte Wachse und Fette;47;6,2;0,3;5,5;0,4
2017;EAV-120113-U;Schweißabfälle;40;17,6;0,0;17,5;0,0
2017;EAV-120114-G;Bearbeitungsschlämme mit gefährlichen Stoffen;69;19,6;0,8;18,2;0,6
2017;EAV-120115-U;Bearbeitungsschlämme (ohne 120114);75;12,3;0,5;11,3;0,5
2017;EAV-120116-G;Strahlmittelabfälle (mit gefährlichen Stoffen);107;24,9;1,2;22,6;1,2
2017;EAV-120117-U;Strahlmittelabfälle (ohne 120116);261;125,2;11,7;111,7;1,7
2017;EAV-120118-G;Ölhaltige Metallschlämme (Schleifschlämme, etc.);55;57,3;0,1;56,2;1,0
