"Waste disposal: Germany, years, type of facility, types of waste",,,,,,,,,,,,
Elevation of waste disposal,,,,,,,,,,,,
Germany,,,,,,,,,,,,
Year Plant Type Fallout Types,,waste disposal facilities,Input from waste disposal plants,Waste generated in my own business,Waste brought in from within the country,Angel after fall from abroad,Waste disposal plants with output,Output of waste disposal systems,If for separation,Errors for evaluation,Examples of preparation procedures,Absence of others
EAV-17,construction and demolition waste,2275,80274.5,0,79640.6,634,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",36,913.7,0,913.7,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),27,127.8,0,127.8,0,0,0,0,0,0,0
EAV-99,dangerous accidents,9,91.2,0,90.9,0.3,0,0,0,0,0,0
2007,,,,,,,,,,,,
landfills,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,80,1706.1,1577.1,129,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",8,0.1,0,0.1,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,9,0.9,0.2,0.7,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",4,1.1,0,1.1,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",7,0.5,0,0.5,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,72,390.5,118,262.4,10.1,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,29,13.1,3.6,9.2,0.3,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",32,10.8,0.4,10.4,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,267,9097.3,7113.9,1929.2,54.1,5,188.9,26.4,1.6,0,161
EAV-11,Fall from the chemical surface treatment,41,124,77.4,42.8,3.7,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,176,128.2,33.2,94.4,0.6,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,14,16.9,0.4,16.5,0,5,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",45,8.4,0.4,8,0,3,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,149,325,222.2,102.2,0.6,4,7.1,6.1,0.2,0,0.7
EAV-17,construction and demolition waste,1485,24588.9,1976.1,22409.6,203.2,22,63.4,0.1,26.5,0,36.8
EAV-18,Fall from the medical care,8,2.8,0,2.8,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",230,6442.9,230.3,5729.1,483.5,146,3489.9,2541.3,525.8,0,422.7
EAV-20,Municipal waste (household waste and similar waste),161,303.6,8.3,294.5,0.8,13,71.4,22,44.6,0,4.8
EAV-99,dangerous accidents,281,5191.3,831.1,3730.3,629.8,69,1184.5,788.4,225.3,0,170.8
Thermal waste treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",63,95.8,0,87.6,8.1,3,0,0,0,0,0
EAV-03,Waste from woodworking etc,36,57.4,2.4,46.5,8.4,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",42,8.2,2.5,5.7,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",17,27.5,9.3,14.8,3.4,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,29,10.7,4.1,6.4,0.2,9,11.8,0.4,11.5,0,0
EAV-07,Fallen from organic chemical processes,88,1056.2,654.1,334,68.2,5,1,0.1,0.9,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",75,67,6.5,55.7,4.8,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,24,6.7,0.1,5.8,0.9,0,0,0,0,0,0
EAV-10,Drops from thermal processes,19,24.8,1,23.8,0,18,60,28.6,31.3,0,0
EAV-11,Fall from the chemical surface treatment,12,13.9,1,12.5,0.3,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,54,18.6,2,15.2,1.4,10,2.7,1.2,1.5,0,0
EAV-13,Lakes and ravines from liquid fuels,32,28.3,5.8,18.1,4.4,8,2.3,2.1,0.2,0,0
EAV-14,"Waste from organic solvents, refrigerants",31,53.2,0.8,42.1,10.4,3,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",97,508.6,13.3,482,13.3,10,0.4,0.2,0.2,0,0
EAV-16,Cases not otherwise listed in the directory,68,64.1,15.1,36.5,12.5,23,2.2,1.7,0.5,0,0
EAV-17,construction and demolition waste,84,217.6,10.4,206.2,1.1,21,5.2,2,2.8,0,0.5
EAV-18,Fall from the medical care,73,216.2,1,213.7,1.5,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",119,6136.8,986.4,4882.2,268.1,138,5888.2,562.5,5148.5,0,177.1
EAV-20,Municipal waste (household waste and similar waste),89,13506.7,3.7,13453.8,49.2,7,3.4,0.1,3.3,0,0
EAV-99,dangerous accidents,102,2058.6,853.6,940.2,264.8,131,1293.6,370.1,909.7,0,13.9
combustion plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",56,518.3,44.1,439.1,35.1,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,454,4110.9,2654.8,1415.5,40.6,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",5,10.8,0,10.8,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,7,156.7,1.7,141.6,13.5,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,19,202.2,146.6,39.9,15.7,3,0.3,0,0.3,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",3,15.1,0,15.1,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,12,673.7,0.4,613.8,59.5,402,732.5,144,334.3,0,254.3
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,10,104.3,2.4,101.9,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,15,87.3,1.2,86,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",11,55,4.3,50.7,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",42,173.5,13.6,159.9,0,4,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,16,204.2,0.5,191.6,12,7,0.2,0.1,0.1,0,0
EAV-17,construction and demolition waste,40,813.7,3.7,753.6,56.4,10,1.2,0.3,0.3,0,0.7
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",99,6165.1,31.9,5616.7,516.4,107,494.9,89.5,401.9,0,3.5
EAV-99,dangerous accidents,72,1701.4,162.6,1410.3,128.6,51,279.4,45.3,174.6,0,59.5
Chemical-physical treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,20,21.9,1.9,20,0,5,8.3,6.6,1.7,0,0
EAV-02,"Crops from agriculture, forestry etc.",31,1142.8,1105.1,37.2,0.5,20,135.4,0.2,135.2,0,0
EAV-03,Waste from woodworking etc,9,1233.7,1231.7,2,0,3,239.3,0.9,238.4,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",21,15,0.2,7.1,7.6,5,9.7,0.4,0.1,0,9.2
EAV-05,"Drains from the oil refining, earth gas purification",33,37.1,0,36.3,0.8,9,4.3,0.2,4.1,0,0
EAV-06,Drops from inorganic-chemical processes,95,567.7,437.5,125.5,4.7,53,52,36.8,11.5,0,3.7
EAV-07,Fallen from organic chemical processes,131,335.6,115.4,206.8,13.4,62,77.5,29.5,36.7,0,11.3
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",90,157.6,23,132.5,2.1,48,27.6,4,22.7,0,0.8
EAV-09,Drops from the photographic industry,39,30.6,0,30,0.6,21,10.8,2.6,7,0,1.2
EAV-10,Drops from thermal processes,65,751.9,140.4,534.5,77,31,217.4,8.7,204.5,0,4.2
EAV-11,Fall from the chemical surface treatment,186,1574.9,1316.3,226.3,32.3,113,35.1,22.5,12.6,0,0.1
EAV-12,Drops from mechanical forming processes,140,598.4,127.3,461.6,9.5,81,66.9,13.4,44.4,0,9.1
EAV-13,Lakes and ravines from liquid fuels,124,732,34.1,683.9,14,86,73.2,24,48.5,0,0.6
EAV-14,"Waste from organic solvents, refrigerants",43,49.8,4,34.2,11.6,29,33.1,2.7,29.1,0,1.3
EAV-15,"Packaging all, absorbent masses, wipes",27,20,0.5,19.3,0.2,49,14.1,0.7,13.3,0,0.1
EAV-16,Cases not otherwise listed in the directory,114,244.4,4.3,234.3,5.8,48,14.5,4.1,9.7,0,0.7
EAV-17,construction and demolition waste,35,1038.5,4,1032.3,2.3,23,555.4,122.3,417.4,0,15.7
EAV-18,Fall from the medical care,21,325.9,323.5,2.4,0,15,3.2,3,0.1,0,0
EAV-19,"Waste from waste treatment facilities, etc",146,1501.7,646.3,787.8,67.6,278,2089.2,521.7,718.6,0,849
EAV-20,Municipal waste (household waste and similar waste),43,54.8,0,50,4.7,20,35.9,1.7,1.4,0,32.9
EAV-12,Drops from mechanical forming processes,14,4.8,0,4.8,0,3,1.3,0.8,0.5,0,0
EAV-13,Lakes and ravines from liquid fuels,51,36.9,0,36.9,0,4,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",7,0.7,0,0.7,0,7,0.5,0,0.5,0,0
EAV-16,Cases not otherwise listed in the directory,10,1.4,0,1.4,0,3,0.3,0.3,0,0,0
EAV-17,construction and demolition waste,100,3522.6,1.9,3127.9,392.7,85,2380.6,247.6,1918.3,0,214.7
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",54,275.7,0,253.3,22.4,59,1540.1,362.2,885.1,0,292.8
EAV-20,Municipal waste (household waste and similar waste),29,166.5,0,165.5,1,15,129.2,1.1,127.6,0,0.5
EAV-99,dangerous accidents,90,2225.7,0.1,1923.4,302.2,42,322.5,186.3,105.7,0,30.5
Biological treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,3,0.4,0,0.4,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",473,3175.8,411.4,2617.1,147.3,8,1.2,0,0.9,0,0.3
EAV-03,Waste from woodworking etc,88,366.8,0.2,365.6,1,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",22,18.8,0,18.8,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,19,24.8,0,24.8,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",3,0.2,0,0.2,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,3,0.1,0,0.1,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),1125,8511,95.5,8396.3,19.2,63,141.9,4.9,87,0,50
EAV-99,dangerous accidents,12,9.6,0,9.6,0,3,0.6,0.6,0,0,0
Mechanical-biological ointment treatment systems,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",13,8.5,0,8.5,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,4,5,0,5,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",5,0.5,0,0.5,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,4,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",4,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,5,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",15,24.1,0,24.1,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,0,0,0,0,0,3,0,0,0,0,0
EAV-17,construction and demolition waste,19,18.1,0,18.1,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,5,6.1,0,6.1,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",40,678.8,0,648.6,30.2,49,3012.3,1485.8,1411.9,0,114.6
EAV-20,Municipal waste (household waste and similar waste),45,3006.6,29,2942.6,35.1,11,83.4,22.2,61.1,0,0.1
EAV-99,dangerous accidents,0,0,0,0,0,5,0,0,0,0,0
dismantling operations for used vehicles,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,1030,3.7,0.4,2.8,0,0.5
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,29,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,92,0.1,0,0.1,0,0
EAV-16,Cases not otherwise listed in the directory,1208,454.2,0,452,2.2,1201,430.7,2.5,391.6,0,36.6
EAV-17,construction and demolition waste,0,0,0,0,0,26,0.7,0,0.5,0,0.2
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,8,1.9,0,0.2,0,1.6
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,14,0.1,0,0.1,0,0
EAV-99,dangerous accidents,1207,422.6,0,420.4,2.2,1172,15.6,0.6,14,0,1
Shredder systems and scrap shears,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",7,9.3,0,9.1,0.2,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,42,335,0.3,317.7,17.1,5,42.2,0,1.1,0,41.1
EAV-04,"Scraps from the Leather, Fur and Textile Industry",3,8.8,0,8.8,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,18,105.2,0.2,96.3,8.7,5,1.5,0,1.5,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",5,0.9,0,0.9,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,7,1.7,0,1.7,0,5,0.4,0,0.4,0,0
EAV-10,Drops from thermal processes,7,69.5,4,39.7,25.8,4,6.8,0,3,0,3.8
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,29,332.8,0,321,11.7,7,78.4,0,53.6,0,24.8
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,6,0.2,0,0.2,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,3,0.1,0.1,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",148,424.1,5.9,408,10.1,16,37.2,0,7.9,0,29.3
EAV-16,Cases not otherwise listed in the directory,119,1402.6,4.6,1276.1,121.9,26,56,1.7,32.8,0,21.4
EAV-17,construction and demolition waste,328,7202.7,69.3,6875.1,258.3,58,652.4,2.5,150.3,0,499.7
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",84,1725.8,35.8,1473.6,216.3,486,11767.3,357.5,4481.6,0,6928.1
EAV-99,dangerous accidents,104,372.1,2.1,338.8,31.2,111,464,11.5,397.8,0,54.7
sorting plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",35,9.9,0,9.9,0,10,2.2,0,1.9,0,0.3
EAV-03,Waste from woodworking etc,33,95.8,0,95.8,0,14,61.4,0,54.8,0,6.5
EAV-04,"Scraps from the Leather, Fur and Textile Industry",29,30,0,28.2,1.9,14,8.8,0.2,7.1,0,1.5
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,3,2.3,0,2.3,0,4,2.3,0,2.3,0,0
EAV-07,Fallen from organic chemical processes,47,25.2,0,25.2,0,22,3.2,0.3,2.5,0,0.4
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",7,1.1,0,1.1,0,6,0.9,0,0.9,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,12,461.1,0,459.9,1.2,7,269.4,166.3,78.1,0,25
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,46,171.3,0,159.5,11.8,21,101.6,1.1,33.8,0,66.6
EAV-13,Lakes and ravines from liquid fuels,4,0.1,0,0,0,8,0.3,0,0.3,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",664,8367.2,9.2,8287.5,70.6,174,614.6,17.7,508.3,0,88.6
EAV-16,Cases not otherwise listed in the directory,101,177.9,0.8,171.4,5.8,118,160.7,22.7,97.6,0,40.4
EAV-17,construction and demolition waste,531,4791.1,7.8,4645.3,138,263,1658.1,62.6,1103.2,0,492.3
EAV-18,Fall from the medical care,5,2.1,0,2.1,0,4,1.8,0.4,1.4,0,0
EAV-19,"Waste from waste treatment facilities, etc",204,2462.4,11.6,2322.7,128,882,20788,1099.1,10539,0,9149.9
EAV-20,Municipal waste (household waste and similar waste),644,8728.3,42.9,8627.1,58.3,198,936.6,245.3,657.2,0,34.2
EAV-99,dangerous accidents,139,179.1,0,171.8,7.3,173,317,202.9,94.6,0,19.5
dismantling instrument,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,4,1.3,0.6,0.5,0.3,15,0.8,0.2,0.6,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,3,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",8,0.5,0,0.5,0,17,0.2,0.1,0.1,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,3,5.9,0,0.9,0,5
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,41,6.6,5.1,1.5,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,31,0.5,0.1,0.4,0,0
EAV-15,"Packaging all, absorbent masses, wipes",6,11.8,0,11.5,0.3,43,3.1,0.1,2.9,0,0
EAV-16,Cases not otherwise listed in the directory,186,284,10.5,244,29.6,245,211.9,5.9,193.3,0,12.8
EAV-17,construction and demolition waste,26,15.7,1.1,8.7,5.9,83,42.8,2,36.5,0,4.3
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",15,10.4,0.3,6.6,3.5,257,373.8,4.4,266.8,0,102.5
EAV-20,Municipal waste (household waste and similar waste),202,358.7,3.5,346.4,8.8,82,19.4,0.7,12,0,6.7
EAV-16,Cases not otherwise listed in the directory,106,770.8,4.5,614.2,152.1,66,203.7,64.3,101,0,38.4
EAV-17,construction and demolition waste,131,1777.4,29.6,1663.9,83.9,86,826.9,16,463.8,0,347.2
EAV-18,Fall from the medical care,10,2,0,2,0,3,0.6,0.5,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",160,6257.5,210.4,5697.2,350,341,14665.4,1070.8,5362.6,0,8231.9
EAV-20,Municipal waste (household waste and similar waste),94,1137.7,12.9,1097.4,27.4,51,145.8,27.3,79.9,0,38.6
EAV-99,dangerous accidents,149,3366.6,276.5,2555.3,534.7,143,1862.8,264.2,1216.9,0,381.7
Natural materials in mining,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,21,42890.6,42890.6,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Case in underground mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,6,46.8,0,46,0.8,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,10,107.7,0,106,1.7,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,16,413.3,0,391.7,21.5,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,3,4.7,0,4.7,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,5,4.3,0,4,0.3,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,5,19.1,0,18.8,0.3,0,0,0,0,0,0
EAV-17,construction and demolition waste,6,40.9,0,34.1,6.8,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",11,1774.6,0,1461.3,313.3,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,10,1473.7,0,1255.5,218.3,0,0,0,0,0,0
Waste in surface mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,15,39.4,0,39.4,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,4,5.5,0,5.5,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,46,6568.7,0,6382.7,186,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,10,7.5,0,7.5,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,9,45.6,0,45.6,0,0,0,0,0,0,0
