GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-07;Abfälle aus organisch-chemischen Prozessen;101;71,7;71,7
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-17;Bau- und Abbruchabfälle;21;53,9;53,9
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;12;26,3;25,3
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;;Insgesamt;132;156,8;155,8
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-07;Abfälle aus organisch-chemischen Prozessen;195;23,9;23,9
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;145;10,5;10,5
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;97;9,2;5,1
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-17;Bau- und Abbruchabfälle;132;26,0;25,9
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;;Insgesamt;536;93,0;86,8
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-10;Abfälle aus thermischen Prozessen;55;9,0;9,0
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;53;26,8;26,5
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-17;Bau- und Abbruchabfälle;145;195,2;167,3
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;17;44,0;4,8
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;;Insgesamt;369;296,0;228,2
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;96;94,3;49,3
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-10;Abfälle aus thermischen Prozessen;166;626,3;497,2
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;190;302,5;301,8
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;326;130,9;129,0
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;168;28,3;27,8
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;187;12,2;12,1
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;109;28,2;25,4
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-17;Bau- und Abbruchabfälle;120;72,5;71,7
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;66;76,0;72,9
2008;WZ08-24;Metallerzeugung und -bearbeitung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-24;Metallerzeugung und -bearbeitung;;Insgesamt;638;1382,7;1198,5
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;143;13,3;13,3
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;981;116,6;116,6
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;892;97,3;97,2
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;263;18,0;18,0
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;115;11,9;11,9
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-17;Bau- und Abbruchabfälle;155;29,0;28,5
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;170;13,1;13,1
2008;WZ08-25;Herstellung von Metallerzeugnissen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-25;Herstellung von Metallerzeugnissen;;Insgesamt;2175;327,0;324,8
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;93;39,0;39,0
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-10;Abfälle aus thermischen Prozessen;50;37,8;13,0
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;246;26,0;26,0
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;235;22,1;19,4
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;81;12,4;12,4
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-17;Bau- und Abbruchabfälle;90;48,4;45,9
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-26-01;Herstellung v. DV-Geräten u. elektr. Ausrüstungen;;Insgesamt;673;213,9;183,8
2008;WZ08-28;Maschinenbau;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-28;Maschinenbau;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-28;Maschinenbau;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-28;Maschinenbau;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-28;Maschinenbau;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-28;Maschinenbau;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-28;Maschinenbau;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-28;Maschinenbau;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-28;Maschinenbau;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-28;Maschinenbau;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2008;WZ08-28;Maschinenbau;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;271;14,6;14,5
2008;WZ08-28;Maschinenbau;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;896;148,7;146,3
2008;WZ08-28;Maschinenbau;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;235;19,1;19,1
2008;WZ08-28;Maschinenbau;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-28;Maschinenbau;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-28;Maschinenbau;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2008;WZ08-28;Maschinenbau;EAV-17;Bau- und Abbruchabfälle;147;52,3;52,3
2008;WZ08-28;Maschinenbau;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-28;Maschinenbau;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2008;WZ08-28;Maschinenbau;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-28;Maschinenbau;;Insgesamt;1306;274,7;271,8
2008;WZ08-29-01;Fahrzeugbau;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-07;Abfälle aus organisch-chemischen Prozessen;96;21,1;21,1
2008;WZ08-29-01;Fahrzeugbau;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;173;30,3;30,3
2008;WZ08-29-01;Fahrzeugbau;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-10;Abfälle aus thermischen Prozessen;30;21,5;21,5
2008;WZ08-29-01;Fahrzeugbau;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;180;28,4;28,2
2008;WZ08-29-01;Fahrzeugbau;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;356;129,4;127,8
2008;WZ08-29-01;Fahrzeugbau;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;224;32,6;32,5
2008;WZ08-29-01;Fahrzeugbau;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;222;16,6;16,2
2008;WZ08-29-01;Fahrzeugbau;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;113;11,8;11,3
2008;WZ08-29-01;Fahrzeugbau;EAV-17;Bau- und Abbruchabfälle;102;45,0;44,9
2008;WZ08-29-01;Fahrzeugbau;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-29-01;Fahrzeugbau;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;66;17,9;16,1
2008;WZ08-29-01;Fahrzeugbau;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-29-01;Fahrzeugbau;;Insgesamt;630;364,7;359,8
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;19;0,7;0,7
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-07;Abfälle aus organisch-chemischen Prozessen;45;2,8;2,8
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;87;2,0;2,0
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-10;Abfälle aus thermischen Prozessen;9;1,5;1,5
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;74;2,4;2,4
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;59;2,7;2,7
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;12;0,3;0,3
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;9;0,1;0,1
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;23;0,1;0,1
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;16;1,3;0,1
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-17;Bau- und Abbruchabfälle;22;0,8;0,8
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;13;0,4;0,4
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2008;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;;Insgesamt;266;16,2;15,0
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;47;3,2;3,2
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;63;5,8;5,6
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2008;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;40;7,3;7,0
