Waste Producers,Waste Quantities,Years,Waste Types - EAV 2- and 6-Digit Codes,Survey of Hazardous Waste,Count,,,,,,,,,,,,,,,,,
2006,EAV-101312-G, Zement u.a.: Feste Abfälle aus Abgasbehandlung,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-101401-G, Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung,77,0,,4,0,,3,,,,,,,,,,,,,
2006,EAV-11,Abfälle aus der chemischen Oberflächenbearbeitung,2509,552,,3,530,,3,,,,,,,,,,,,,
2006,EAV-110105-G, Oberflächenbearb.: Saure Beizlösungen,476,79,,5,76,,2,,,,,,,,,,,,,
2006,EAV-110106-G, Oberflächenbearb.: Säuren a.n.g.,124,7,,4,6,,7,,,,,,,,,,,,,
2006,EAV-110107-G, Oberflächenbearb.: Alkalische Beizlösungen,446,50,,0,47,,2,,,,,,,,,,,,,
2006,EAV-110108-G, Oberflächenbearb.: Phosphatierschlämme,261,11,,8,11,,4,,,,,,,,,,,,,
2006,EAV-110109-G, Oberflächenbearb.: Schlämme,,,,Filterkuchen m.gef.St.,1269,112,3,103,8,,,,,,,,,,,
2006,EAV-110111-G, Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.,665,56,,4,51,,3,,,,,,,,,,,,,
2006,EAV-110113-G, Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.,119,6,,9,6,,9,,,,,,,,,,,,,
2006,EAV-110115-G, Oberflächenbearb.: Eluate,,,,Schlämme a. Membransyst.,5,0,6,0,6,,,,,,,,,,,
2006,EAV-110116-G, Oberflächenbearb.: Ionenaustauscherharze,16,0,,2,0,,2,,,,,,,,,,,,,
2006,EAV-110198-G, Oberflächenbearb.: Andere Abfälle mit gefährl. St.,234,14,,0,12,,6,,,,,,,,,,,,,
2006,EAV-110202-G, Schlämme aus der Zink-Hydrometallurgie,13,209,,2,209,,2,,,,,,,,,,,,,
2006,EAV-110205-G, Abfälle aus Prozessen der Kupfer-Hydrometallurgie,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-110207-G, Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-110301-G, Schlämme,,,,Festst.a.Härteprozessen: Cyanidh. Abfälle,52,1,7,1,6,,,,,,,,,,,
2006,EAV-110302-G, Schlämme,,,,Festst.a.Härteprozessen: Andere Abfälle,63,2,1,1,8,,,,,,,,,,,
2006,EAV-110503-G, Verzinkung: Feste Abfälle aus Abgasbehandlung,3,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-110504-G, Verzinkung: Gebrauchte Flussmittel,5,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-12,Abfälle aus Prozessen der mechanischen Formgebung,3807,924,,1,708,,2,,,,,,,,,,,,,
2006,EAV-120106-G, Halogenhaltige Bearbeitungsöle auf Mineralölbasis,23,0,,3,0,,3,,,,,,,,,,,,,
2006,EAV-120107-G, Halogenfreie Bearbeitungsöle auf Mineralölbasis,150,83,,4,31,,1,,,,,,,,,,,,,
2006,EAV-120108-G, Halogenhaltige Bearbeitungsemulsionen u. -lösungen,33,1,,2,1,,1,,,,,,,,,,,,,
2006,EAV-120109-G, Halogenfreie Bearbeitungsemulsionen und -lösungen,2856,657,,8,536,,5,,,,,,,,,,,,,
2006,EAV-120110-G, Synthetische Bearbeitungsöle,59,1,,5,1,,4,,,,,,,,,,,,,
2006,EAV-120112-G, Gebrauchte Wachse und Fette,221,7,,8,7,,4,,,,,,,,,,,,,
2006,EAV-120114-G, Bearbeitungsschlämme mit gefährlichen Stoffen,307,17,,7,16,,4,,,,,,,,,,,,,
2006,EAV-120116-G, Strahlmittelabfälle (mit gefährlichen Stoffen),335,27,,5,22,,4,,,,,,,,,,,,,
2006,EAV-120118-G, Ölhaltige Metallschlämme (Schleifschlämme,,,,etc.),480,91,3,57,6,,,,,,,,,,,
2006,EAV-120119-G, Biologisch leicht abbaubare Bearbeitungsöle,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-120120-G, Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen,105,4,,1,3,,8,,,,,,,,,,,,,
2006,EAV-120301-G, Wässrige Waschflüssigkeiten,260,26,,2,25,,1,,,,,,,,,,,,,
2006,EAV-120302-G, Abfälle aus der Dampfentfettung,37,5,,1,5,,1,,,,,,,,,,,,,
2006,EAV-13,Ölabfälle und Abfälle aus flüssigen Brennstoffen,4650,1498,,8,1185,,3,,,,,,,,,,,,,
2006,EAV-130101-G, Hydrauliköle,,,,die PCB enthalten,15,0,4,0,3,,,,,,,,,,,
2006,EAV-130104-G, Hydrauliköle: Chlorierte Emulsionen,5,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-130105-G, Hydrauliköle: Nichtchlorierte Emulsionen,119,21,,5,10,,1,,,,,,,,,,,,,
2006,EAV-130109-G, Chlorierte Hydrauliköle auf Mineralölbasis,7,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-130110-G, Nichtchlorierte Hydrauliköle auf Mineralölbasis,147,5,,8,5,,5,,,,,,,,,,,,,
2006,EAV-130111-G, Synthetische Hydrauliköle,10,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-130112-G, Biologisch leicht abbaubare Hydrauliköle,3,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-130113-G, Andere Hydrauliköle,9,0,,2,0,,2,,,,,,,,,,,,,
2006,EAV-130204-G, Chlorierte Maschinen-,,,,Getriebe- und Schmieröle,79,3,2,1,5,,,,,,,,,,,
2006,EAV-130205-G, Nichtchlorierte Maschinen-,,,,Getriebe-u. Schmieröle,1925,481,6,342,8,,,,,,,,,,,
2006,EAV-130206-G, Synthetische Maschinen-,,,,Getriebe- und Schmieröle,21,0,2,0,2,,,,,,,,,,,
2006,EAV-130207-G, Biologisch leicht abbau. Maschinen-,,,,Getriebeöle,4,0,0,0,0,,,,,,,,,,,
2006,EAV-130208-G, Andere Maschinen-,,,,Getriebe- und Schmieröle,168,43,0,37,3,,,,,,,,,,,
2006,EAV-130301-G, Isolier- und Wärmeübertragungsöle mit PCB,65,1,,8,1,,4,,,,,,,,,,,,,
2006,EAV-130306-G, Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301),7,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-130307-G, Nichtchlorierte Isolier- und Wärmeübertragungsöle,176,10,,2,8,,3,,,,,,,,,,,,,
2006,EAV-130308-G, Synthetische Isolier- und Wärmeübertragungsöle,21,0,,8,0,,8,,,,,,,,,,,,,
2006,EAV-130309-G, Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle,3,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-130310-G, Andere Isolier- und Wärmeübertragungsöle,39,0,,9,0,,7,,,,,,,,,,,,,
2006,EAV-130401-G, Bilgenöle aus der Binnenschifffahrt,16,3,,9,3,,4,,,,,,,,,,,,,
2006,EAV-130402-G, Bilgenöle aus Molenablaufkanälen,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-130403-G, Bilgenöle aus der übrigen Schifffahrt,40,153,,2,125,,1,,,,,,,,,,,,,
2006,EAV-130501-G, Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.,348,102,,9,68,,4,,,,,,,,,,,,,
2006,EAV-130502-G, Schlämme aus Öl-/Wasserabscheidern,1218,226,,1,209,,9,,,,,,,,,,,,,
2006,EAV-130503-G, Schlämme aus Einlaufschächten,659,159,,8,133,,4,,,,,,,,,,,,,
2006,EAV-130506-G, Öle aus Öl-/Wasserabscheidern,44,7,,3,6,,9,,,,,,,,,,,,,
2006,EAV-130507-G, Öliges Wasser aus Öl-/Wasserabscheidern,215,41,,3,32,,7,,,,,,,,,,,,,
2006,EAV-130508-G, Abfallgemische a.Sandfanganlagen,,,,Öl-/Wasserabsch.,642,114,4,110,4,,,,,,,,,,,
2006,EAV-130701-G, Heizöl und Diesel,174,16,,1,14,,2,,,,,,,,,,,,,
2006,EAV-130702-G, Benzin,48,2,,3,1,,9,,,,,,,,,,,,,
2006,EAV-130703-G, Andere Brennstoffe (einschließlich Gemische),184,44,,0,20,,0,,,,,,,,,,,,,
2006,EAV-130801-G, Ölabfälle: Schlämme oder Emulsionen aus Entsalzern,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-130802-G, Ölabfälle: Andere Emulsionen,144,29,,7,24,,6,,,,,,,,,,,,,
2006,EAV-130899-G, Ölabfälle: Abfälle a.n.g.,173,28,,2,25,,2,,,,,,,,,,,,,
2006,EAV-14,Abfälle aus organischen Lösemitteln,,,,Kühlmitteln,932,171,2,85,0,,,,,,,,,,,
2006,EAV-140601-G, Fluorchlorkohlenwasserstoffe,,,,HFCKW,,,HFKW,57,2,9,,,,,,,,,,
2006,EAV-140602-G, Andere halogenierte Lösemittel u. Lösemittelgem.,180,11,,2,5,,3,,,,,,,,,,,,,
2006,EAV-140603-G, Andere Lösemittel und Lösemittelgemische,714,139,,1,62,,8,,,,,,,,,,,,,
2006,EAV-140604-G, Schlämme,,,,feste Abfälle (halogenierte Lösemittel),42,0,7,0,6,,,,,,,,,,,
2006,EAV-140605-G, Schlämme,,,,feste Abfälle (andere Lösemittel ),118,19,0,15,2,,,,,,,,,,,
2006,EAV-15,Verpackungsabfall,,,,Aufsaugmassen,,,Wischtücher,2920,5,6,,,,,,,,,,
2006,EAV-150110-G, Verpackungen mit Rückständen gefährlicher Stoffe,1202,57,,1,44,,6,,,,,,,,,,,,,
2006,EAV-150111-G, Verpackungen aus Metall,38,0,,7,0,,7,,,,,,,,,,,,,
2006,EAV-150202-G, Aufsaug- und Filtermaterialien,,,,Wischtücher,2344,220,8,161,3,,,,,,,,,,,
2006,EAV-16,Abfälle,,,,nicht anderswo im Verzeichnis aufgeführt,3352,904,7,716,2,,,,,,,,,,,
2006,EAV-160104-G, Altfahrzeuge,42,58,,4,58,,4,,,,,,,,,,,,,
2006,EAV-160107-G, Altfahrzeuge: Ölfilter,128,12,,6,9,,2,,,,,,,,,,,,,
2006,EAV-160108-G, Altfahrzeuge: Quecksilberhaltige Bauteile,3,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-160109-G, Altfahrzeuge: Bauteile,,,,die PCB enthalten,-,-,,,,,,,,,,,,,,
2006,EAV-160110-G, Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags),51,0,,6,0,,6,,,,,,,,,,,,,
2006,EAV-160111-G, Altfahrzeuge: Asbesthaltige Bremsbeläge,10,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-160113-G, Altfahrzeuge: Bremsflüssigkeiten,142,12,,2,8,,0,,,,,,,,,,,,,
2006,EAV-160114-G, Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen,182,17,,7,12,,7,,,,,,,,,,,,,
2006,EAV-160121-G, Gefährl. Bauteile (oh.160107-160111,,,,160113-160114),34,1,1,0,9,,,,,,,,,,,
2006,EAV-160209-G, Transformatoren u. Kondensatoren,,,,die PCB enthal.,231,5,6,5,3,,,,,,,,,,,
2006,EAV-160210-G, Gebrauchte Geräte,,,,die PCB enthalten (oh.160209),16,0,4,0,4,,,,,,,,,,,
2006,EAV-160211-G, Gebrauchte Geräte,406,23,,3,17,,8,,,,,,,,,,,,,
2006,EAV-160212-G, Gebrauchte Geräte,,,,die freies Asbest enthalten,127,9,5,8,0,,,,,,,,,,,
2006,EAV-160213-G, Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12),882,95,,8,77,,1,,,,,,,,,,,,,
2006,EAV-160215-G, Aus gebrauchten Geräten entfernte gefährl.Bauteile,250,70,,8,51,,7,,,,,,,,,,,,,
2006,EAV-160303-G, Fehlchargen:Anorganische Abfälle m.gefährl.Stoffen,40,1,,0,1,,0,,,,,,,,,,,,,
2006,EAV-160305-G, Fehlchargen: Organische Abfälle m.gefährl. Stoffen,70,3,,1,2,,5,,,,,,,,,,,,,
2006,EAV-160401-G, Munitionsabfälle,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-160402-G, Feuerwerkskörperabfälle,3,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-160403-G, Andere Explosivabfälle,17,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-160504-G, Gefährliche Stoffe enthaltende Gase in Druckbehäl.,247,2,,6,2,,2,,,,,,,,,,,,,
2006,EAV-160506-G, Laborchemikalien aus gefährlichen Stoffen,192,2,,4,2,,0,,,,,,,,,,,,,
2006,EAV-160507-G, Gebrauchte anorganische Chemikalien,479,6,,2,5,,3,,,,,,,,,,,,,
2006,EAV-160508-G, Gebrauchte organische Chemikalien,483,4,,9,4,,3,,,,,,,,,,,,,
2006,EAV-160601-G, Bleibatterien,525,327,,1,235,,6,,,,,,,,,,,,,
2006,EAV-160602-G, Ni-Cd-Batterien,104,1,,2,1,,0,,,,,,,,,,,,,
2006,EAV-160603-G, Quecksilber enthaltende Batterien,14,0,,2,0,,1,,,,,,,,,,,,,
2006,EAV-160606-G, Getrennt gesammelte Elektrolyte a. Batterien,,,,Akku.,42,6,8,1,6,,,,,,,,,,,
2006,EAV-160708-G, Tanks,,,,Fässer: Ölhaltige Abfälle,604,134,7,111,7,,,,,,,,,,,
2006,EAV-160709-G, Tanks,,,,Fässer: Abfälle mit sonstigen gefährl. St.,172,13,6,12,8,,,,,,,,,,,
2006,EAV-160802-G, Gebrauchte Katalysat. m.gefährl.Übergangsmetallen,74,7,,0,6,,9,,,,,,,,,,,,,
2006,EAV-160805-G, Gebrauchte Katalysatoren mit Phosphorsäure,5,0,,9,0,,9,,,,,,,,,,,,,
2006,EAV-160806-G, Gebrauchte Flüssigkeiten (Katalysatoren),3,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-160807-G, Gebrauchte Katalysatoren mit gefährlichen Stoffen,106,6,,9,6,,4,,,,,,,,,,,,,
2006,EAV-160901-G, Permanganate,,,,z.B. Kaliumpermanganat,-,-,,,,,,,,,,,,,,
2006,EAV-160902-G, Chromate (Kaliumchromat,,,,Kalium-o.Natriumdichromat),5,0,2,0,1,,,,,,,,,,,
2006,EAV-160903-G, Peroxide,,,,z.B. Wasserstoffperoxid,13,0,2,0,2,,,,,,,,,,,
2006,EAV-160904-G, Oxidierende Stoffe a.n.g.,6,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-161001-G, Wässrige flüssige Abfälle mit gefährlichen Stoffen,116,11,,8,11,,0,,,,,,,,,,,,,
2006,EAV-161003-G, Wässrige Konzentrate mit gefährlichen Stoffen,33,6,,1,4,,8,,,,,,,,,,,,,
2006,EAV-161101-G, Feuerfeste Materialien aus metallurg. Prozessen,18,21,,5,20,,4,,,,,,,,,,,,,
2006,EAV-161103-G, Andere Auskleidungen und feuerfeste Materialien,50,15,,3,13,,8,,,,,,,,,,,,,
2006,EAV-161105-G, Feuerfeste Materialien aus nichtmetallurg. Proz.,102,22,,6,21,,1,,,,,,,,,,,,,
2006,EAV-17,Bau- und Abbruchabfälle,12689,9827,,0,9077,,0,,,,,,,,,,,,,
2006,EAV-170106-G, Gemische aus o. getrennte Fraktionen v. Beton,,,,u.a.,1528,1086,6,1062,0,,,,,,,,,,,
2006,EAV-170204-G, Glas,,,,Kunststoff und Holz mit gefährlichen Stoffen,3826,828,9,661,1,,,,,,,,,,,
2006,EAV-170301-G, Kohlenteerhaltige Bitumengemische,3477,2680,,1,2419,,2,,,,,,,,,,,,,
2006,EAV-170303-G, Kohlenteer und teerhaltige Produkte,1351,253,,0,194,,9,,,,,,,,,,,,,
2006,EAV-170409-G, Metallabfälle mit gefährlichen Stoffen,87,5,,9,5,,1,,,,,,,,,,,,,
2006,EAV-170410-G, Kabel,,,,die Öl,,,Kohlenteer u.a. gefährl. Stoffe enth.,260,5,4,,,,,,,,,,
2006,EAV-170503-G, Boden und Steine,,,,die gefährliche Stoffe enthalten,2597,3391,3,3218,9,,,,,,,,,,,
2006,EAV-170505-G, Baggergut,,,,das gefährliche Stoffe enthält,54,76,6,75,2,,,,,,,,,,,
2006,EAV-170507-G, Gleisschotter,,,,der gefährliche Stoffe enthält,226,1020,4,1009,2,,,,,,,,,,,
2006,EAV-170601-G, Dämmmaterial,,,,das Asbest enthält,148,5,5,5,0,,,,,,,,,,,
2006,EAV-170603-G, Anderes Dämmmaterial,1434,96,,3,85,,5,,,,,,,,,,,,,
2006,EAV-170605-G, Asbesthaltige Baustoffe,3072,342,,7,307,,4,,,,,,,,,,,,,
2006,EAV-170801-G, Verunreinigte Baustoffe auf Gipsbasis,12,1,,0,1,,0,,,,,,,,,,,,,
2006,EAV-170901-G, Bau- und Abbruchabfälle,,,,die Quecksilber enthalten,16,0,2,0,2,,,,,,,,,,,
2006,EAV-170902-G, Bau- und Abbruchabfälle,,,,die PCB enthalten,115,7,7,4,6,,,,,,,,,,,
2006,EAV-170903-G, Sonstige Bau- und Abbruchabfälle,226,19,,3,17,,9,,,,,,,,,,,,,
2006,EAV-18,Abfälle aus der medizinischen Versorgung,171,12,,7,11,,5,,,,,,,,,,,,,
2006,EAV-180103-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),110,10,,3,9,,3,,,,,,,,,,,,,
2006,EAV-180106-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,16,0,1,0,1,,,,,,,,,,,
2006,EAV-180108-G, Zytotox. u. zytostatische Arzneimittel f.Menschen,55,1,,4,1,,3,,,,,,,,,,,,,
2006,EAV-180110-G, Amalgamabfälle aus der Zahnmedizin,28,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-180202-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),38,0,,7,0,,6,,,,,,,,,,,,,
2006,EAV-180205-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,13,0,1,0,0,,,,,,,,,,,
2006,EAV-180207-G, Zytotoxische u. zytostatische Arzneimittel f.Tiere,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-19,Abfälle aus Abfallbehandlungsanlagen u.a.,1770,4677,,6,2234,,6,,,,,,,,,,,,,
2006,EAV-190105-G, Verbrenn.,,,,Pyrolyse: Filterkuchen aus Abgasbehandl.,31,35,9,8,4,,,,,,,,,,,
2006,EAV-190106-G, Verbrenn.,,,,Pyrolyse: Wässrige flüss.Abf.a.Abgasbeh.,36,47,6,10,2,,,,,,,,,,,
2006,EAV-190107-G, Verbrenn.,,,,Pyrolyse: Feste Abfälle a. Abgasbehandl.,105,495,8,195,5,,,,,,,,,,,
2006,EAV-190110-G, Verbrenn.,,,,Pyrolyse: Gebr. Aktivkohle a. Abgasbeh.,19,11,3,0,9,,,,,,,,,,,
2006,EAV-190111-G, Verbrenn.,,,,Pyrolyse: Rost-,,,Kesselaschen,,Schlacken,0,112,,9,,,,,,,
2006,EAV-190113-G, Verbrenn.,,,,Pyrolyse: Filterstaub mit gefährl. St.,115,453,9,175,1,,,,,,,,,,,
2006,EAV-190115-G, Verbrenn.,,,,Pyrolyse: Kesselstaub m.gefährl. Stoffen,25,39,8,15,0,,,,,,,,,,,
2006,EAV-190117-G, Pyrolyseabfälle,,,,die gefährliche Stoffe enthalten,15,0,8,0,8,,,,,,,,,,,
2006,EAV-190204-G, Vorgemischte Abfälle m. mind. einem gefährl.Abfall,105,530,,8,210,,0,,,,,,,,,,,,,
2006,EAV-190205-G, Schlämme aus der physikal.-chemischen Behandlung,557,203,,9,124,,5,,,,,,,,,,,,,
2006,EAV-190207-G, Öl und Konzentrate aus Abtrennprozessen,106,104,,7,44,,2,,,,,,,,,,,,,
2006,EAV-190208-G, Flüssige brennbare Abfälle mit gefährl. Stoffen,17,31,,4,4,,5,,,,,,,,,,,,,
2006,EAV-190209-G, Feste brennbare Abfälle mit gefährlichen Stoffen,16,3,,4,0,,7,,,,,,,,,,,,,
2006,EAV-190211-G, Sonstige Abfälle,,,,die gefährliche Stoffe enthalten,31,6,3,4,7,,,,,,,,,,,
2006,EAV-190304-G, Als gefährl. eingestufte teilw. stabilisierte Abf.,8,48,,2,42,,6,,,,,,,,,,,,,
2006,EAV-190306-G, Als gefährlich eingestufte verfestigte Abfälle,11,277,,2,139,,4,,,,,,,,,,,,,
2006,EAV-190402-G, Filterstaub u.a. Abfälle aus der Abgasbehandlung,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-190403-G, Nicht verglaste Festphase,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-190702-G, Deponiesickerwasser,,,,das gefährl. Stoffe enthält,111,503,9,345,6,,,,,,,,,,,
2006,EAV-190806-G, Gesättigte oder verbrauchte Ionenaustauscherharze,64,0,,6,0,,6,,,,,,,,,,,,,
2006,EAV-190807-G, Lösungen u. Schlämme aus Regeneration v.Ionenaust.,3,0,,1,0,,1,,,,,,,,,,,,,
2006,EAV-190808-G, Schwermetallhaltige Abfälle aus Membransystemen,10,9,,0,9,,0,,,,,,,,,,,,,
2006,EAV-190810-G, Fett- u.Ölmischungen aus Ölabscheidern (oh.190809),41,6,,4,4,,8,,,,,,,,,,,,,
2006,EAV-190811-G, Schlämme aus biol.Behandlung von industr.Abwasser,23,71,,5,61,,7,,,,,,,,,,,,,
2006,EAV-190813-G, Schlämme mit gefährl. Stoffen aus industr.Abwasser,178,79,,6,51,,2,,,,,,,,,,,,,
2006,EAV-191003-G, Schredderleichtfraktionen und Staub,11,13,,4,13,,3,,,,,,,,,,,,,
2006,EAV-191005-G, Andere Fraktionen,,,,die gefährl. Stoffe enthalten,11,26,9,5,7,,,,,,,,,,,
2006,EAV-191101-G, Altölaufbereitung: Gebrauchte Filtertone,10,4,,9,4,,4,,,,,,,,,,,,,
2006,EAV-191102-G, Altölaufbereitung: Säureteere,3,31,,3,31,,1,,,,,,,,,,,,,
2006,EAV-191103-G, Altölaufbereitung: Wässrige flüssige Abfälle,13,1,,9,0,,6,,,,,,,,,,,,,
2006,EAV-191104-G, Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-191105-G, Altölaufber.: Schlämme (betriebseig.Abwasserbeh.),39,3,,6,3,,4,,,,,,,,,,,,,
2006,EAV-191107-G, Altölaufbereitung: Abfälle aus der Abgasreinigung,-,-,-,,,,,,,,,,,,,,,,,
2006,EAV-191206-G, Mech.Abfallbehandlung: Holz mit gefährl. Stoffen,303,872,,3,401,,5,,,,,,,,,,,,,
2006,EAV-191211-G, Sonstige Abfälle (einschl. Materialmischungen),119,241,,0,117,,1,,,,,,,,,,,,,
2006,EAV-191301-G, Feste Abfälle aus der Sanierung von Böden,31,235,,0,87,,4,,,,,,,,,,,,,
2006,EAV-191303-G, Schlämme aus der Sanierung von Böden,15,38,,7,1,,9,,,,,,,,,,,,,
2006,EAV-191305-G, Schlämme aus der Sanierung von Grundwasser,25,3,,5,3,,4,,,,,,,,,,,,,
2006,EAV-191307-G, Wässrige Abf.u.Konzentrate aus Grundwassersanier.,20,2,,6,2,,6,,,,,,,,,,,,,
2006,EAV-20,Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle),1495,153,,2,133,,0,,,,,,,,,,,,,
2006,EAV-200113-G, Lösemittel,239,6,,7,6,,1,,,,,,,,,,,,,
2006,EAV-200114-G, Säuren,226,1,,0,0,,9,,,,,,,,,,,,,
2006,EAV-200115-G, Laugen,214,0,,9,0,,8,,,,,,,,,,,,,
2006,EAV-200117-G, Fotochemikalien,165,0,,7,0,,7,,,,,,,,,,,,,
2006,EAV-200119-G, Pestizide,238,2,,0,1,,7,,,,,,,,,,,,,
2006,EAV-200121-G, Leuchtstoffröhren u.a. quecksilberhaltige Abfälle,484,8,,2,7,,8,,,,,,,,,,,,,
2006,EAV-200123-G, Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe,648,25,,7,19,,2,,,,,,,,,,,,,
2006,EAV-200126-G, Öle und Fette (ohne 200125),52,0,,7,0,,7,,,,,,,,,,,,,
2006,EAV-200127-G, Farben,,,,Druckfarben,,,Klebstoffe und Kunstharze,330,4,2,,,,,,,,,,
2006,EAV-200129-G, Reinigungsmittel,,,,die gefährliche Stoffe enthalten,77,0,3,0,2,,,,,,,,,,,
2006,EAV-200131-G, Zytotoxische und zytostatische Arzneimittel,5,0,,0,0,,0,,,,,,,,,,,,,
2006,EAV-200133-G, Batterien und Akkumulatoren (160601-160603),81,2,,4,2,,4,,,,,,,,,,,,,
2006,EAV-200135-G, Gebrauchte elektrische Geräte (oh.200121,,,,200123),779,71,0,61,2,,,,,,,,,,,
2006,EAV-200137-G, Holz,,,,das gefährliche Stoffe enthält,65,15,0,13,8,,,,,,,,,,,
2007,EAV-01,Abfälle aus der Gewinnung von Bodenschätzen,29,156,,6,153,,2,,,,,,,,,,,,,
2007,EAV-010304-G, Säure bildende Aufbereitungsrückstände a. sul. Erz,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-010305-G, Andere Aufbereitungsrückstände mit gefährl.Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-010307-G, Abfälle aus Verarb. metallhaltiger Bodenschätze,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-010407-G, Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-010505-G, Ölhaltige Bohrschlämme und -abfälle,23,155,,5,152,,0,,,,,,,,,,,,,
2007,EAV-010506-G, Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen,6,1,,1,1,,1,,,,,,,,,,,,,
2007,EAV-02,Abfälle aus Landwirtschaft,,,,Forstwirtschaft u.a.,69,1,1,0,7,,,,,,,,,,,
2007,EAV-020108-G, Abfälle von Chemikalien für die Landwirtschaft,69,1,,1,0,,7,,,,,,,,,,,,,
2007,EAV-03,Abfälle aus der Holzbearbeitung u.a.,27,0,,4,0,,3,,,,,,,,,,,,,
2007,EAV-030104-G, Sägemehl,,,,Späne,,,Abschnitte,,Holz,Spanplatten,9,0,3,0,3,,,,,
2007,EAV-030201-G, Halogenfreie organische Holzschutzmittel,5,0,,0,0,,0,,,,,,,,,,,,,
2007,EAV-030202-G, Chlororganische Holzschutzmittel,8,0,,1,0,,1,,,,,,,,,,,,,
2007,EAV-030203-G, Metallorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-030204-G, Anorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-030205-G, Andere Holzschutzmittel mit gefährlichen Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-04,Abfälle aus der Leder-,,,,Pelz- und Textilindustrie,18,0,5,0,5,,,,,,,,,,,
2007,EAV-040103-G, Entfettungsabfälle,,,,lösemittelh.,,,oh.flüssige Phase,-,,,,,,,,,,,,
2007,EAV-040214-G, Abfälle aus dem Finish mit organ. Lösungsmittel,7,0,,2,.,,,,,,,,,,,,,,,
2007,EAV-040216-G, Farbstoffe und Pigmente mit gefährlichen Stoffen,3,0,,0,.,,,,,,,,,,,,,,,
2007,EAV-040219-G, Textilindustrie:Schlämme(betriebseig.Abwasserbeh.),8,0,,3,0,,3,,,,,,,,,,,,,
2007,EAV-05,Abfälle aus der Erdölraffination,,,,Erdgasreinigung,205,78,4,74,0,,,,,,,,,,,
2007,EAV-050102-G, Erdölraffination: Entsalzungsschlämme,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-050103-G, Erdölraffination: Bodenschlämme aus Tanks,69,17,,1,16,,4,,,,,,,,,,,,,
2007,EAV-050104-G, Erdölraffination: Saure Alkylschlämme,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-050105-G, Erdölraffination: Verschüttetes Öl,-,-,-,,,,,,,,,,,,,,,,,
2007,EAV-050106-G, Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.,67,10,,6,10,,4,,,,,,,,,,,,,
