year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers,code_new
2006, EAV-130702-G, petrol,48,2.3,1.9, EAV-130702-G
2006, EAV-130703-G, Other fuels (including mixtures),184,44,20, EAV-130703-G
2006, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0,0,0, EAV-130801-G
2006, EAV-130802-G, Oil wastes: Other emulsions,144,29.7,24.6, EAV-130802-G
2006, EAV-130899-G, Oil wastes: Wastes nos.,173,28.2,25.2, EAV-130899-G
2006, EAV-14," Waste organic solvents, refrigerants, propellants",932,171.2,85, EAV-14
2006, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",57,1.2,0.9, EAV-140601-G
2006, EAV-140602-G, Other halogenated solvents and solvent mixtures,180,11.2,5.3, EAV-140602-G
2006, EAV-140603-G, Other solvents and solvent mixtures,714,139.1,62.8, EAV-140603-G
2006, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,42,0.7,0.6, EAV-140604-G
2006, EAV-140605-G, Sludges or solid wastes containing other solvents,118,19,15.2, EAV-140605-G
2006, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2920,278.5,206.6, EAV-15
2006, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1202,57.1,44.6, EAV-150110-G
2006, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,38,0.7,0.7, EAV-150111-G
2006,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2344,220.8,161.3, EAV-150202-G
2006, EAV-16, Wastes not otherwise specified in the list,3352,904.7,716.2, EAV-16
2006, EAV-160104-G, End-of-life vehicles,42,58.4,58.4, EAV-160104-G
2006, EAV-160107-G, End-of-life vehicles: Oil filters,128,12.6,9.2, EAV-160107-G
2006, EAV-160108-G, End-of-life vehicles: Components cont. mercury,3,0,0, EAV-160108-G
2006, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0,0,0, EAV-160109-G
2006, EAV-160110-G, End-of-life vehicles: Explosive components,51,0.6,0.6, EAV-160110-G
2006, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,10,0.1,0.1, EAV-160111-G
2006, EAV-160113-G, End-of-life vehicles: Brake fluids,142,12.2,8, EAV-160113-G
2006, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,182,17.7,12.7, EAV-160114-G
2006, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",34,1.1,0.9, EAV-160121-G
2006, EAV-160209-G, Transformers and capacitors containing PCBs,231,5.6,5.3, EAV-160209-G
2006, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),16,0.4,0.4, EAV-160210-G
2006, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",406,23.3,17.8, EAV-160211-G
2006, EAV-160212-G,Discarded equipment containing free asbestos,127,9.5,8, EAV-160212-G
2006, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),882,95.8,77.1, EAV-160213-G
2006, EAV-160215-G, Hazardous comp. removed from discarded equipment,250,70.8,51.7, EAV-160215-G
2006, EAV-160303-G, Off-spec. batches: Inorganic wastes,40,1,1, EAV-160303-G
2006, EAV-160305-G, Off-spec. batches: organic wastes,70,3.1,2.5, EAV-160305-G
2006, EAV-160401-G, Waste ammunition,0,0,0, EAV-160401-G
2006, EAV-160402-G, Fireworks wastes,3,0,0, EAV-160402-G
2006, EAV-160403-G, Other waste explosives,17,0.1,0.1, EAV-160403-G
2006, EAV-160504-G, Gases in pressure containers (including halons),247,2.6,2.2, EAV-160504-G
2006, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,192,2.4,2, EAV-160506-G
2006, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,479,6.2,5.3, EAV-160507-G
2006, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,483,4.9,4.3, EAV-160508-G
2006, EAV-160601-G, lead batteries,525,327.1,235.6, EAV-160601-G
2006, EAV-160602-G, Ni-Cd batteries,104,1.2,1, EAV-160602-G
2006, EAV-160603-G, Mercury-containing batteries,14,0.2,0.1, EAV-160603-G
2006, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",42,6.8,1.6, EAV-160606-G
2006, EAV-160708-G,"Tanks,barrels: Wastes containing oil",604,134.7,111.7, EAV-160708-G
2006, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",172,13.6,12.8, EAV-160709-G
2006, EAV-160802-G, Spent catalysts cont. hazardous transition metals,74,7,6.9, EAV-160802-G
2006, EAV-160805-G, Spent catalysts containing phosphoric acid,5,0.9,0.9, EAV-160805-G
2006, EAV-160806-G, Spent liquids used as catalysts,3,0.1,0.1, EAV-160806-G
2006, EAV-160807-G, Spent catalysts contaminated with haza. substances,106,6.9,6.4, EAV-160807-G
2006, EAV-160901-G," Permanganates, for example potassium permanganate",0,0,0, EAV-160901-G
2006, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5,0.2,0.1, EAV-160902-G
2006, EAV-160903-G," Peroxides, for example hydrogen peroxide",13,0.2,0.2, EAV-160903-G
2006, EAV-160904-G," Oxidising substances, nos.",6,0,0, EAV-160904-G
2006, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,116,11.8,11, EAV-161001-G
2006, EAV-161003-G, Aqueous concentrates cont. hazardous substances,33,6.1,4.8, EAV-161003-G
2006, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",18,21.5,20.4, EAV-161101-G
2006, EAV-161103-G," Other linings,refractories from metall. processes",50,15.3,13.8, EAV-161103-G
2006, EAV-161105-G,"Linings, refractories from non-metal. processes",102,22.6,21.1, EAV-161105-G
2006, EAV-17, Construction and demolition wastes,12689,9827,9077, EAV-17
2006, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1528,1086.6,1062, EAV-170106-G
2006, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",3826,828.9,661.1, EAV-170204-G
2006, EAV-170301-G, Bituminous mixtures containing coal tar,3477,2680.1,2419.2, EAV-170301-G
2006, EAV-170303-G, Coal tar and tarred products,1351,253,194.9, EAV-170303-G
2006, EAV-170409-G, Metal waste contaminated with hazardous substances,87,5.9,5.1, EAV-170409-G
2006, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",260,11.5,9.4, EAV-170410-G
2006, EAV-170503-G, Soil and stones containing hazardous substances,2597,3391.3,3218.9, EAV-170503-G
2006, EAV-170505-G, Dredging spoil containing hazardous substances,54,76.6,75.2, EAV-170505-G
2006, EAV-170507-G, Track ballast containing hazardous substances,226,1020.4,1009.2, EAV-170507-G
2006, EAV-170601-G, insulation materials containing asbestos,148,5.5,5, EAV-170601-G
2006, EAV-170603-G, Other insulation materials,1434,96.3,85.5, EAV-170603-G
2006, EAV-170605-G, Construction materials containing asbestos,3072,342.7,307.4, EAV-170605-G
2006, EAV-170801-G,Gypsum-based construction materials contaminated,12,1,1, EAV-170801-G
2006, EAV-170901-G, Construction and demolition wastes cont. mercury,16,0.2,0.2, EAV-170901-G
2006, EAV-170902-G, Construction and demolition wastes containing PCB,115,7.7,4.6, EAV-170902-G
2006, EAV-170903-G, Other construction and demolition wastes,226,19.3,17.9, EAV-170903-G
2006, EAV-18, Wastes from human or animal health care,171,12.7,11.5, EAV-18
2006, EAV-180103-G, Wastes (special requirements to prevent infection),110,10.3,9.3, EAV-180103-G
2006, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,16,0.1,0.1, EAV-180106-G
2006, EAV-180108-G, Cytotoxic and cytostatic medicines,55,1.4,1.3, EAV-180108-G
2006, EAV-180110-G, Amalgam waste from dental care,28,0.1,0.1, EAV-180110-G
2006, EAV-180202-G, Wastes (special requirements to prevent infection),38,0.7,0.6, EAV-180202-G
2006, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,13,0.1,0, EAV-180205-G
2006, EAV-180207-G, Cytotoxic and cytostatic medicines,0,0,0, EAV-180207-G
2006, EAV-19, Wastes from waste management facilities etc.,1770,4677.6,2234.6, EAV-19
2006, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",31,35.9,8.4, EAV-190105-G
2006, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",36,47.6,10.2, EAV-190106-G
2006, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",105,495.8,195.5, EAV-190107-G
2006, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",19,11.3,0.9, EAV-190110-G
2006, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",64,240,112.9, EAV-190111-G
2006, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",115,453.9,175.1, EAV-190113-G
2006, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",25,39.8,15, EAV-190115-G
2006, EAV-190117-G, Pyrolysis wastes containing hazardous substances,15,0.8,0.8, EAV-190117-G
2006, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,105,530.8,210, EAV-190204-G
2006, EAV-190205-G, Sludges from physico/chemical treatment,557,203.9,124.5, EAV-190205-G
2006, EAV-190207-G, Oil and concentrates from separation,106,104.7,44.2, EAV-190207-G
2006, EAV-190208-G, Liquid combustible wastes cont. haza. substances,17,31.4,4.5, EAV-190208-G
2006, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,16,3.4,0.7, EAV-190209-G
2006, EAV-190211-G, Other wastes containing hazardous substances,31,6.3,4.7, EAV-190211-G
2006, EAV-190304-G," Wastes marked as hazardous, partially stabilized",8,48.2,42.6, EAV-190304-G
2006, EAV-190306-G," Wastes marked as hazardous, solidified",11,277.2,139.4, EAV-190306-G
2006, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0,0,0, EAV-190402-G
2006, EAV-190403-G,Non-vitrified solid phase,0,0,0, EAV-190403-G
2006, EAV-190702-G, Landfill leachate containing hazardous substances,111,503.9,345.6, EAV-190702-G
2006, EAV-190806-G, Saturated or spent ion exchange resins,64,0.6,0.6, EAV-190806-G
2006, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",3,0.1,0.1, EAV-190807-G
2006, EAV-190808-G, Membrane system waste containing heavy metals,10,9,9, EAV-190808-G
2006, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",41,6.4,4.8, EAV-190810-G
2006, EAV-190811-G, Sludges from bio. treat. of industrial waste water,23,71.5,61.7, EAV-190811-G
2006, EAV-190813-G, Sludges from other treat.of industrial waste water,178,79.6,51.2, EAV-190813-G
2006, EAV-191003-G, Fluff-light fraction and dust,11,13.4,13.3, EAV-191003-G
2006, EAV-191005-G, Other fractions containing hazardous substances,11,26.9,5.7, EAV-191005-G
2006, EAV-191101-G, Oil regeneration: Spent filter clays,10,4.9,4.4, EAV-191101-G
2006, EAV-191102-G, Oil regeneration: Acid tars,3,31.3,31.1, EAV-191102-G
2006, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,13,1.9,0.6, EAV-191103-G
2006, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0,0,0, EAV-191104-G
2006, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,39,3.6,3.4, EAV-191105-G
2006, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0,0,0, EAV-191107-G
2006, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,303,872.3,401.5, EAV-191206-G
2006, EAV-191211-G, Other wastes (including mixtures of materials),119,241,117.1, EAV-191211-G
2006, EAV-191301-G, Solid wastes from soil remediation,31,235,87.4, EAV-191301-G
2006, EAV-191303-G, Sludges from soil remediation,15,38.7,1.9, EAV-191303-G
2006, EAV-191305-G, Sludges from groundwater remediation,25,3.5,3.4, EAV-191305-G
2006, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",20,2.6,2.6, EAV-191307-G
2006, EAV-20," Municipal wastes (household wastes, similar wastes)",1495,153.2,133, EAV-20
2006, EAV-200113-G, Solvents,239,6.7,6.1, EAV-200113-G
2006, EAV-200114-G, acids,226,1,0.9, EAV-200114-G
2006, EAV-200115-G, alkalines,214,0.9,0.8, EAV-200115-G
2006, EAV-200117-G, Photochemicals,165,0.7,0.7, EAV-200117-G
2006, EAV-200119-G, Pesticides,238,2,1.7, EAV-200119-G
2006, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,484,8.2,7.8, EAV-200121-G
2006, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,648,25.7,19.2, EAV-200123-G
2006, EAV-200126-G, Oil and fat (except 200125),52,0.7,0.7, EAV-200126-G
2006, EAV-200127-G,"Paint, inks, adhesives and resins",330,18.4,17.2, EAV-200127-G
2006, EAV-200129-G, Detergents containing hazardous substances,77,0.3,0.2, EAV-200129-G
2006, EAV-200131-G, Cytotoxic and cytostatic medicines,5,0,0, EAV-200131-G
2006, EAV-200133-G, Batteries and accumulators (160601-160603),81,2.4,2.4, EAV-200133-G
2006, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",779,71,61.2, EAV-200135-G
2006, EAV-200137-G, Wood containing hazardous substances,65,15,13.8, EAV-200137-G
2007, EAV-01," Wastes resulting from exploration, mining of minerals",29,156.6,153.2, EAV-01
2007, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0,0,0, EAV-010304-G
2007, EAV-010305-G, Other tailings containing hazardous substances,0,0,0, EAV-010305-G
2007, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0,0,0, EAV-010307-G
2007, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",0,0,0, EAV-010407-G
2007, EAV-010505-G, Oil-containing drilling muds and wastes,23,155.5,152, EAV-010505-G
2007, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",6,1.1,1.1, EAV-010506-G
2007, EAV-02," Wastes from agriculture, horticulture, forestry etc.",69,1.1,0.7, EAV-02
2007, EAV-020108-G, Agrochemical waste containing hazardous substances,69,1.1,0.7, EAV-020108-G
2007, EAV-03,Wastes from wood processing etc.,27,0.4,0.3, EAV-03
2007, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",9,0.3,0.3, EAV-030104-G
2007, EAV-030201-G, Non-halogenated organic wood preservatives,5,0,0, EAV-030201-G
2007, EAV-030202-G, Organochlorinated wood preservatives,8,0.1,0.1, EAV-030202-G
2007, EAV-030203-G, Organometallic wood preservatives,0,0,0, EAV-030203-G
2007, EAV-030204-G, Inorganic wood preservatives,0,0,0, EAV-030204-G
2007, EAV-030205-G, Other wood preservatives cont. hazardous subst.,0,0,0, EAV-030205-G
2007, EAV-04," Wastes from the leather, fur, textile industries",18,0.5,0.5, EAV-04
2007, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0,0,0, EAV-040103-G
2007, EAV-040214-G, Wastes from finishing containing organic solvents,7,0.2,0, EAV-040214-G
2007, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3,0,0, EAV-040216-G
2007, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,8,0.3,0.3, EAV-040219-G
2007, EAV-05," Wastes from petrol. refining, natural gas purification.",205,78.4,74, EAV-05
2007, EAV-050102-G, Petroleum refining: Desalter sludges,0,0,0, EAV-050102-G
2007, EAV-050103-G, Petroleum refining: Tank bottom sludges,69,17.1,16.4, EAV-050103-G
2007,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0,0,0, EAV-050104-G
2007, EAV-050105-G, Petroleum refining: Oil spills,0,0,0, EAV-050105-G
2007, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,67,10.6,10.4, EAV-050106-G
2007, EAV-050107-G, Petroleum refining: Acid tars,0,0,0, EAV-050107-G
2007, EAV-050108-G, Petroleum refining: Other tars,8,0.5,0.5, EAV-050108-G
2007, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,11,14.8,14.7, EAV-050109-G
2007, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0,0,0, EAV-050111-G
2007, EAV-050112-G, Petroleum refining: Oil containing acids,0,0,0, EAV-050112-G
2007, EAV-050115-G, Petroleum refining: Spent filter clays,17,2.1,2, EAV-050115-G
2007, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0,0,0, EAV-050601-G
2007, EAV-050603-G, Pyrolytic treatment of coal: Other tars,79,31.8,28.6, EAV-050603-G
2007, EAV-050701-G, Natural gas purif.: Wastes containing mercury,3,0.1,0.1, EAV-050701-G
2007, EAV-06, Wastes from inorganic chemical processes,1178,309.4,289.9, EAV-06
2007, EAV-060101-G, Sulfuric acid and sulphurous acid,191,119.4,119, EAV-060101-G
2007, EAV-060102-G, hydrochloric acid,62,5.9,5.4, EAV-060102-G
2007, EAV-060103-G, hydrofluoric acid,18,0.2,0.2, EAV-060103-G
2007,EAV-060104-G, Phosphoric and phosphorous acid,42,2.1,2, EAV-060104-G
2007, EAV-060105-G, Nitric acid and nitrous acid,58,2.3,2.1, EAV-060105-G
2007, EAV-060106-G, Other acids,234,20.1,16.9, EAV-060106-G
2007, EAV-060201-G, calcium hydroxide,13,0.7,0.7, EAV-060201-G
2007, EAV-060203-G, Ammonium hydroxide,85,1.9,1.3, EAV-060203-G
2007, EAV-060204-G, Sodium and potassium hydroxide,48,9.4,8.4, EAV-060204-G
2007, EAV-060205-G, Other bases,223,19.8,18.7, EAV-060205-G
2007, EAV-060311-G, Solid salts and solutions containing cyanides,42,0.4,0.4, EAV-060311-G
2007, EAV-060313-G, Solid salts and solutions containing heavy metals,156,7.9,6, EAV-060313-G
2007, EAV-060315-G, Metallicoxides containing heavy metals,31,4.3,4.3, EAV-060315-G
2007, EAV-060403-G, Wastes containing arsenic,22,1,0.9, EAV-060403-G
2007, EAV-060404-G, Wastes containing mercury,153,5.8,5.4, EAV-060404-G
2007, EAV-060405-G, Wastes containing other heavy metals,126,45.9,45.5, EAV-060405-G
2007, EAV-060502-G, Sludges from on-site effluent treatment,84,43.5,37.8, EAV-060502-G
2007, EAV-060602-G, Wastes containing hazardous sulphides,6,0.3,0.3, EAV-060602-G
2007, EAV-060701-G, Wastes containing asbestos from electrolysis,0,0,0, EAV-060701-G
2007, EAV-060702-G, Activated carbon from chlorine production,4,0,0, EAV-060702-G
2007, EAV-060703-G,Barium sulphate sludge containing mercury,3,10.3,10.3, EAV-060703-G
2007, EAV-060704-G," Solutions and acids, for example contact acid",0,0,0, EAV-060704-G
2007, EAV-060802-G, Waste containing hazardous chlorocyanes,5,2.6,0, EAV-060802-G
2007, EAV-060903-G, Calcium-based reaction wastes,0,0,0, EAV-060903-G
2007, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,6,0.1,0.1, EAV-061002-G
2007, EAV-061301-G, Inorganic plant protection products etc.,57,0.4,0.2, EAV-061301-G
2007, EAV-061302-G, Spent activated carbon (except 060702),71,3.7,3.5, EAV-061302-G
2007, EAV-061304-G, Wastes from asbestos processing,20,1.1,0.6, EAV-061304-G
2007, EAV-061305-G, Soot,0,0,0, EAV-061305-G
2007, EAV-07, Wastes from organic chemical processes,2152,927.6,846.4, EAV-07
2007, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",151,30.4,23.7, EAV-070101-G
2007, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,117,20.1,15.1, EAV-070103-G
2007, EAV-070104-G, Organic chem.: Other organic solvents etc.,371,101.3,81.6, EAV-070104-G
2007, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,42,33.5,31.7, EAV-070107-G
2007, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",146,67.6,63.3, EAV-070108-G
2007, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",13,0.4,0.4, EAV-070109-G
2007, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",54,5.9,5.4, EAV-070110-G
2007, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,39,10.2,10, EAV-070111-G
2007, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",83,22.9,20.9, EAV-070201-G
2007, EAV-070203-G, Plastics: Organic halogenated solvents etc.,39,3.5,3, EAV-070203-G
2007, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",183,35.9,31.3, EAV-070204-G
2007, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",56,6.2,2.8, EAV-070207-G
2007, EAV-070208-G," Plastics: Other still bottoms, reaction residues",486,72.8,68.8, EAV-070208-G
2007, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",7,0.1,0, EAV-070209-G
2007, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,47,5.3,4.4, EAV-070210-G
2007, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,15,3.7,3.3, EAV-070211-G
2007, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,31,0.6,0.6, EAV-070214-G
2007, EAV-070216-G, Plastics: Waste containing hazardous silicones,4,1,0.3, EAV-070216-G
2007, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",33,3.6,3.3, EAV-070301-G
2007, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,32,2.1,1.8, EAV-070303-G
2007, EAV-070304-G, Organic dyes: Other organic solvents etc.,327,48.3,43.9, EAV-070304-G
2007, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,9,0.8,0.8, EAV-070307-G
2007, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",32,2.3,2.1, EAV-070308-G
