year,data_belong_to,eav_code,types_of_waste,etroi_establishments_number,generated_waste_quantity
2010,Germany as a whole,EAV-100123-U, Water Filters from Boiler cleaning (oh.100122),8,0.5
2010,Germany as a whole,EAV-100124-U, Power plants among others: sand from spiral layer firing,,
2010,Germany as a whole,EAV-100125-U, Errors from storage and preparation of Brenst.,3,4.8
2010,Germany as a whole,EAV-100126-U, Drops from cooling water treatment,,
2010,Germany as a whole,EAV-100199-U, Power plants including Burnnsansanlagen:Affalle ang,4,0.0
2010,Germany as a whole,EAV-100201-U, Iron- Steel.: Cases from slag processing,14,514.7
2010,Germany as a whole,EAV-100202-U, Iron steel ind.: unprocessed slag,73,1851.9
2010,Germany as a whole,EAV-100207-G, Iron steel ind.: Solid waste from gas treatment.,56,345.1
2010,Germany as a whole,EAV-100208-U, Cases of exhaust gas treatment (oh 100207),33,425.3
2010,Germany as a whole,EAV-100210-U, Iron-steel cylinder: mill scale,81,483.8
2010,Germany as a whole,EAV-100211-G, Iron-steel cylinder: oil content. Abf. from cooling water flow.,8,3.2
2010,Germany as a whole,EAV-100212-U, Drops from the cooling water treatment (one 100211),,
2010,Germany as a whole,EAV-100213-G, Iron-steel cylinder: sludges filters. To install from exhaust tank.,8,63.3
2010,Germany as a whole,EAV-100214-U, Sludge and filter cake from exhaust gas tank. (oh.100213),6,159.8
2010,Germany as a whole,EAV-100215-U, Iron- Stahlind.: Other ladles and filter cakes,17,593.1
2010,Germany as a whole,EAV-100299-U, Iron and steel industry: Fallen etc,23,66.0
2010,Germany as a whole,EAV-100302-U, Aluminum metallurgy: anode scrap,5,0.6
2010,Germany as a whole,EAV-100304-G, Aluminum Metallurgy: Slag from first smelt,,
2010,Germany as a whole,EAV-100305-U, Aluminum Metallurgy: Aluminum oxide waste,12,11.3
2010,Germany as a whole,EAV-100308-G, Aluminum Metallurgy:Salt slags a.Second melt.,7,194.3
2010,Germany as a whole,EAV-100309-G, Aluminum Metallurgy:Black scabs a.Zweitsch.,3,1.5
2010,Germany as a whole,EAV-100315-G, Aluminum Metallurgy: Scum (flammable),35,17.9
2010,Germany as a whole,EAV-100316-U, Scum (OH 100315),38,58.5
2010,Germany as a whole,EAV-100317-G, Aluminum Metallurgy: Tar. Abf. from anode manufacturer.,,
2010,Germany as a whole,EAV-100318-U, Waste from anode production (oh 100317),,
2010,Germany as a whole,EAV-100319-G, Aluminum metallurgy: filter dust with hazardous St.,10,3.8
2010,Germany as a whole,EAV-100320-U, Filter dust (without 100319),3,0.0
2010,Germany as a whole,EAV-100321-G, Aluminum Metallurgy: Other particles and dust,7,1.2
2010,Germany as a whole,EAV-100322-U, Other particles and dust (without 100321),8,3.3
2010,Germany as a whole,EAV-100323-G, Aluminum Metallurgy: Solid waste a. To install exhaust treatment,19,10.6
2010,Germany as a whole,EAV-100324-U, Fixed discharge from exhaust gas treatment (oh. 100323),,
2010,Germany as a whole,EAV-100325-G, Aluminum metallurgy: sludge filter k.a.,5,0.2
2010,Germany as a whole,EAV-100326-U, Slurries and filter cakes from exhaust gas treatment (oh.100325),,
2010,Germany as a whole,EAV-100327-G, Aluminum-Metallurgy: Ölh.Abf. from cooling water flow.,,
2010,Germany as a whole,EAV-100328-U, Failures from the cooling water treatment (oh 100327),,
2010,Germany as a whole,EAV-100329-G,Aluminum Metallurgy: Abf.a. tank v.salt slag,,
2010,Germany as a whole,EAV-100330-U, Cases of treatment of salt slag (oh.100329),,
2010,Germany as a whole,EAV-100399-U, Aluminum Metallurgy: Fall off angle,11,1.1
2010,Germany as a whole,EAV-100401-G, Lead metallurgy: slags (primary secondary slag),3,66.9
2010,Germany as a whole,EAV-100402-G, Lead Metal.: ScabiesScum (FirstSecond.),57,4.5
2010,Germany as a whole,EAV-100403-G, Lead Metallurgy:Calcium Arsenates,,
2010,Germany as a whole,EAV-100404-G, Blackmetallurgy: filter dust,3,0.9
2010,Germany as a whole,EAV-100405-G, Black metallurgy: Other particles and dust,10,1.1
2010,Germany as a whole,EAV-100406-G, White metallurgy: Festa fall from exhaust gas treatment,3,0.4
2010,Germany as a whole,EAV-100407-G, Blackmetallurgy: Muds Filterk. To install from flue gas tank,,
2010,Germany as a whole,EAV-100409-G, Black Metallurgy: Oil. Drains from cooling water.,,
2010,Germany as a whole,EAV-100410-U, Drops from the cooling water treatment (oh 100409),,
2010,Germany as a whole,EAV-100499-U, Blackmetallurgy: Fall off angle,3,0.1
2010,Germany as a whole,EAV-100501-U, Zincmetallurgy: slag (primary secondary smelting),5,2.0
2010,Germany as a whole,EAV-100503-G,Zinc Metallurgy: Filter Dust,5,0.2
2010,Germany as a whole,EAV-100504-U, Zincmetallurgy: Other particles and dust,13,2.1
2010,Germany as a whole,EAV-100505-G, zinc metallurgy,6,0.1
2010,Germany as a whole,EAV-100506-G, Zincmetallurgy: muds filters. To install from exhaust tank.,,
2010,Germany as a whole,EAV-100508-G, Zincmetallurgy: Oil. Drains from cooling water.,,
2010,Germany as a whole,EAV-100509-U, Drops from the cooling water treatment (oh 100508),,
2010,Germany as a whole,EAV-100510-G, Zincmetallurgy: Scabies Scum (Flammable),,
2010,Germany as a whole,EAV-100511-U, Scabies scum (OH 100510),6,0.4
2010,Germany as a whole,EAV-100599-U, Zincmetallurgy: Waste nec,3,0.0
2010,Germany as a whole,EAV-100601-U, Copper metallurgy: slags (primary secondary smelting),4,17.3
2010,Germany as a whole,EAV-100602-U, Coppermetal.: Scabbers Scum (first second sm.),8,8.7
2010,Germany as a whole,EAV-100603-G, Copper metallurgy: filter dust,6,1.6
2010,Germany as a whole,EAV-100604-U, Coppermetallurgy: Other particles and dust,7,2.5
2010,Germany as a whole,EAV-100606-G, Copper metallurgy: Solid waste a.Offgas treatment,4,2.4
2010,Germany as a whole,EAV-100607-G, Copper metallurgy: sludges filters. a.Exhaust gas tank,,
2010,Germany as a whole,EAV-100609-G, Copper Metallurgy: Oil H.Abf. from cooling water flow.,,
2010,Germany as a whole,EAV-100610-U, Drops from the cooling water treatment (one 100609),,
2010,Germany as a whole,EAV-100699-U, Coppermetallurgy: Drop angle,3,0.3
2010,Germany as a whole,EAV-100701-U, Silbermet.ua: Slags (first second melting),,
2010,Germany as a whole,EAV-100702-U, Silbermet.ua: scabies scum (first second smear),4,0.0
2010,Germany as a whole,EAV-100703-U, Silbermet.ua: Fest away from exhaust gas treatment,,
2010,Germany as a whole,EAV-100704-U, Silbermet.ua: Other particles and dust,9,0.2
2010,Germany as a whole,EAV-100705-U, Silbermet.ua: sludge filter cake a.Abgasbeh.,,
2010,Germany as a whole,EAV-100707-G, Silbermet.ua: Oil-containing waste a.Cooling water tank.,,
2010,Germany as a whole,EAV-100708-U, Drops from the cooling water treatment (one 100707),,
2010,Germany as a whole,EAV-100799-U, Silver gold platinum metallurgy: waste nec,,
2010,Germany as a whole,EAV-100804-U, Non-ferrous metallurgy: particles and dust,12,1.7
2010,Germany as a whole,EAV-100808-G, Non-ferrous metal: salt slags (first sweet melt),,
2010,Germany as a whole,EAV-100809-U,Non-ferrous metallurgy: Other slag,8,32.3
2010,Germany as a whole,EAV-100810-G, Non-ferrous metallurgy: dross scum (flammable),3,0.1
2010,Germany as a whole,EAV-100811-U, Scabies scum (without 100810),60,4.8
2010,Germany as a whole,EAV-100812-G, non-ferrous metal: tar Falls from anode manufacturer.,,
2010,Germany as a whole,EAV-100813-U, Carbon containing deposits (without 100812),,
2010,Germany as a whole,EAV-100814-U, Non-ferrous metallurgy: anode scrap,,
2010,Germany as a whole,EAV-100815-G, Non-ferrous metallurgy: filter dust with hazardous level,23,3.3
2010,Germany as a whole,EAV-100816-U, Filter dust (without 100815),9,0.2
2010,Germany as a whole,EAV-100817-G, Non-ferrous metallurgy: sludges filters k.a.,,
2010,Germany as a whole,EAV-100818-U, Sludge and filter cake from exhaust gas treatment (oh.100817),,
2010,Germany as a whole,EAV-100819-G, Non-ferrous metallurgy: Oil H.Abf. from cooling water flow.,,
2010,Germany as a whole,EAV-100820-U, Drops from the cooling water treatment (one 100819),,
2010,Germany as a whole,EAV-100899-U, Nonferrous Metallurgy: Fall off angle,4,0.0
2010,Germany as a whole,EAV-100903-U, Ironsteel: furnace slag,113,274.5
2010,Germany as a whole,EAV-100905-G,Iron Steel: Casting forms and sand before casting,6,2.2
2010,Germany as a whole,EAV-100906-U, Casting forms and sand before casting (oh.100905),42,128.8
2010,Germany as a whole,EAV-100907-G, Iron Steel: Casting forms and sand after casting,4,2.4
2010,Germany as a whole,EAV-100908-U, Casting molds and sand after casting (without 100907),170,1587.7
2010,Germany as a whole,EAV-100909-G, Iron Steel: Filter tubes with dangerous substances,24,5.2
2010,Germany as a whole,EAV-100910-U, Filter dust (without 100909),59,52.2
2010,Germany as a whole,EAV-100911-G, Iron Steel: Other particles with danger. fabrics,4,0.1
2010,Germany as a whole,EAV-100912-U, Other parts (one 100911),3,1.8
2010,Germany as a whole,EAV-100913-G, Ironsteel: abf. Binders with dangerous substances. St.,,
2010,Germany as a whole,EAV-100914-U, Cases of binders (without 100913),,
2010,Germany as a whole,EAV-100915-G, IronSteel: Abf. from substances indicating,,
2010,Germany as a whole,EAV-100916-U, Cases of reported substances (oh.100915),,
2010,Germany as a whole,EAV-100999-U, Castings of Iron and Steel: Fall Away Ang,4,1.6
2010,Germany as a whole,EAV-101003-U, Non-ferrous metals: Ovenschalke,30,8.0
2010,Germany as a whole,EAV-101005-G,Non-ferrous metals: casting moulds casting sands before casting,,
2010,Germany as a whole,EAV-101006-U, Casting molds and sands before casting (oh 101005),13,11.3
2010,Germany as a whole,EAV-101007-G, Non-ferrous metals: casting moulds casting sands after casting,3,2.0
2010,Germany as a whole,EAV-101008-U, Casting molds and sands after casting (without 101007),66,164.5
2010,Germany as a whole,EAV-101009-G, Non-ferrous metals: filter dust with hazardous substances,7,2.5
2010,Germany as a whole,EAV-101010-U, Filter dust (without 101009),17,2.3
2010,Germany as a whole,EAV-101011-G, Non-ferrous metals: And. Particles with danger. fabrics,,
2010,Germany as a whole,EAV-101012-U, Other parts (one 101011),4,0.4
2010,Germany as a whole,EAV-101013-G, Non-ferrous metal: Abf.v. Binders with danger.St.,,
2010,Germany as a whole,EAV-101014-U, Cases of binders (oh 101013),,
2010,Germany as a whole,EAV-101015-G, Non-ferrous metals: waste from crack-indicating subst.,,
2010,Germany as a whole,EAV-101016-U, Drops from substances shown in the test (oh.101015),,
2010,Germany as a whole,EAV-101099-U, Casting of non-ferrous metal: waste nec,9,0.1
2010,Germany as a whole,EAV-101103-U, Fiberglass waste,48,25.7
2010,Germany as a whole,EAV-101105-U, Glazing: Tiles and Dust,27,4.9
2010,Germany as a whole,EAV-101109-G, Get together with danger. Substances v Melting,10,0.4
2010,Germany as a whole,EAV-101110-U, Batch waste before melting (without 101109),24,4.6
2010,Germany as a whole,EAV-101111-G, Glass falls into small pieces and glass beads,13,1.3
2010,Germany as a whole,EAV-101112-U, Glass waste (OH 101111),229,214.3
2010,Germany as a whole,EAV-101113-G, Glass polishing and glass grinding slurry,30,0.9
2010,Germany as a whole,EAV-101114-U, Glass polishing and glass grinding slurry (without 101113),67,4.7
2010,Germany as a whole,EAV-101115-G, Glass production: Celebrations from exhaust gas treatment,32,3.1
2010,Germany as a whole,EAV-101116-U, Solid waste from gas treatment (oh. 101115),11,0.6
2010,Germany as a whole,EAV-101117-G, Glass production: sludges filters. To install from exhaust tank.,,
2010,Germany as a whole,EAV-101118-U, Sludge and filter cake from exhaust tank (oh.101117),,
2010,Germany as a whole,EAV-101119-G, Glass manufacturer: Solid Abf. a. company-owned wastewater tank,7,0.4
2010,Germany as a whole,EAV-101120-U, Solid waste a. businesses. Waste water tank (oh.101119),11,1.2
2010,Germany as a whole,EAV-101199-U, Glass production: waste nec,7,9.2
2010,Germany as a whole,EAV-101201-U, Ceramic products: raw mixtures before firing,48,39.1
2010,Germany as a whole,EAV-101203-U, Ceramic products: particles and dust,67,15.9
2010,Germany as a whole,EAV-101205-U, Ceramic products: slurries filter c. a.Exhaust tank,,
2010,Germany as a whole,EAV-101206-U, Pottery Items: Discarded Forms,41,11.0
2010,Germany as a whole,EAV-101208-U, Failures from Ceramics testimonies bricks among others,116,103.1
2010,Germany as a whole,EAV-101209-G, Ceramic products: solid waste a. To install exhaust gas treatment.,13,2.1
2010,Germany as a whole,EAV-101210-U, Solid Waste from Exhaust Treatment (excluding 101209),56,10.1
2010,Germany as a whole,EAV-101211-G, Ceramic products: Glass balls with heavy metals,5,0.5
2010,Germany as a whole,EAV-101212-U, glaze waste (without 101211),7,1.1
2010,Germany as a whole,EAV-101213-U, Ceramic products: sludge (in-house waste water treatment),44,20.7
2010,Germany as a whole,EAV-101299-U, Ceramic productskeram.Building materials:,18,2.0
2010,Germany as a whole,EAV-101301-U, Cement et al:Falls of raw mixture before the firing,,
2010,Germany as a whole,EAV-101304-U, Waste a.Calcination hydration of quicklime,30,13.5
2010,Germany as a whole,EAV-101306-U, Cement etc.: particles dust (except 101312101313),42,134.2
2010,Germany as a whole,EAV-101307-U,Cement etc.: sludge filter cake from gas tanks.,,
2010,Germany as a whole,EAV-101309-G, Asbestos containing waste a. Manufacturing. v. asbestos,,
2010,Germany as a whole,EAV-101310-U, Wastes from Manufacturing v. asbestos(oh.101309),,
2010,Germany as a whole,EAV-101311-U, Cases made of composite materials (such as 101309 101310),33,44.0
2010,Germany as a whole,EAV-101312-G, Cement et al.: Wastes from exhaust gas treatment,,
2010,Germany as a whole,EAV-101313-U, Fest Falls from the Gas Treatment (oh. 101312),4,13.8
2010,Germany as a whole,EAV-101314-U, concrete falls and concrete slush,111,215.6
2010,Germany as a whole,EAV-101399-U, Cement gypsum quicklime: waste nec,8,1.6
2010,Germany as a whole,EAV-101401-G, Crematorium: mercury h. Waste gas cleaning,7,0.0
2010,Germany as a whole,EAV-11,Fall from the chemical surface treatment,,
2010,Germany as a whole,EAV-110105-G, Surface treatment: Acid pickling solutions,630,165.0
2010,Germany as a whole,EAV-110106-G, Surface treatment: Acid angle,203,11.4
2010,Germany as a whole,EAV-110107-G, Surface treatment: Alkaline pickling solutions,608,40.1
2010,Germany as a whole,EAV-110108-G, Surface treatment: phosphating sludge,210,7.9
2010,Germany as a whole,EAV-110109-G,Surface treatment: sludges filter cakes w.f.st.,677,53.4
2010,Germany as a whole,EAV-110110-U, Slurries and filter cakes (oh 110109),73,39.6
2010,Germany as a whole,EAV-110111-G, Surface treatment: Aqueous flushing liquid. m.f.st.,656,30.2
2010,Germany as a whole,EAV-110112-U, Water-repellent detergents (without 110111),54,2.9
2010,Germany as a whole,EAV-110113-G, Surface treatment: Waste from degreasing m.st.,103,5.2
2010,Germany as a whole,EAV-110114-U, Waste from degreasing (oh 110113),14,0.2
2010,Germany as a whole,EAV-110115-G, Surface treatment: eluate sludge a. Membrane system,5,0.3
2010,Germany as a whole,EAV-110116-G, Surface treatment: ion exchange resins,22,0.1
2010,Germany as a whole,EAV-110198-G, Surface edit: Other falls with danger. St.,187,7.5
2010,Germany as a whole,EAV-110199-U, Surface treatment:,10,14.4
2010,Germany as a whole,EAV-110202-G, Zinc hydrometallurgy sludges,7,175.1
2010,Germany as a whole,EAV-110203-U, Wastes from the manufacture of anodes,,
2010,Germany as a whole,EAV-110205-G, Drops from processes of copper hydrometallurgy,3,0.2
2010,Germany as a whole,EAV-110206-U, Failures from Prose. d.Copper Hydromet.(oh.110205),3,0.1
2010,Germany as a whole,EAV-110207-G,Non-ferrous hydrometallurgy: Other Abf. m.dangerous.St.,,
2010,Germany as a whole,EAV-110299-U, Non-ferrous hydrometallurgy: wastes not otherwise specified,4,16.7
2010,Germany as a whole,EAV-110301-G, Sludges solids from hardening processes: cyanidh. waste,41,0.3
2010,Germany as a whole,EAV-110302-G, Sludges solids and hard processes: Other cases,73,0.9
2010,Germany as a whole,EAV-110501-U, Galvanizing: hard zinc,20,5.1
2010,Germany as a whole,EAV-110502-U, Galvanizing: zinc ash,22,2.8
2010,Germany as a whole,EAV-110503-G, Galvanizing: Festivals related to exhaust gas treatment,5,0.1
2010,Germany as a whole,EAV-110504-G, Galvanizing: Used flux materials,3,0.2
2010,Germany as a whole,EAV-110599-U, Galvanizing: waste nec,,
2010,Germany as a whole,EAV-12,Drops from mechanical forming processes,,
2010,Germany as a whole,EAV-120101-U, Iron and turning turnings,2583,1462.6
2010,Germany as a whole,EAV-120102-U, Iron dust and particles,2313,2477.0
2010,Germany as a whole,EAV-120103-U, Non-ferrous metal filings and turnings,1785,293.7
2010,Germany as a whole,EAV-120104-U, Non-ferrous metal dust and particles,1221,262.2
2010,Germany as a whole,EAV-120105-U, Plastic splines and turning chips,588,63.5
