Year,EAV Code,Waste Description,Number Of Waste Producers,Quantities Of Waste (1000t),Quantities Of Waste Generated By Primary Producers (1000t)
2006,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",13.0,0.2,0.2
2006,EAV-160904-G,Oxidizing substances n.e.c.,6.0,0.0,0.0
2006,EAV-161001-G,Aqueous liquid waste containing hazardous substances,116.0,11.8,11.0
2006,EAV-161003-G,Aqueous concentrates with dangerous substances,33.0,6.1,4.8
2006,EAV-161101-G,Metallurgical refractory materials. processes,18.0,21.5,20.4
2006,EAV-161103-G,Other linings and refractory materials,50.0,15.3,13.8
2006,EAV-161105-G,Non-metallurgical refractory materials. percent,102.0,22.6,21.1
2006,EAV-17,construction and demolition waste,12689.0,9827.0,9077.0
2006,EAV-170106-G,"Mixtures of o. separate fractions v. concrete, etc.",1528.0,1086.6,1062.0
2006,EAV-170204-G,"Glass, plastic and wood containing dangerous substances",3826.0,828.9,661.1
2006,EAV-170301-G,Bitumen mixtures containing coal tar,3477.0,2680.1,2419.2
2006,EAV-170303-G,Coal tar and tarry products,1351.0,253.0,194.9
2006,EAV-170409-G,Metal waste containing hazardous substances,87.0,5.9,5.1
2006,EAV-170410-G,"Cables that contain oil, coal tar, etc. are dangerous. Substances included",260.0,11.5,9.4
2006,EAV-170503-G,Soil and stones containing hazardous substances,2597.0,3391.3,3218.9
2006,EAV-170505-G,Dredged material containing dangerous substances,54.0,76.6,75.2
2006,EAV-170507-G,Track ballast containing dangerous substances,226.0,1020.4,1009.2
2006,EAV-170601-G,Insulation material containing asbestos,148.0,5.5,5.0
2006,EAV-170603-G,other insulation material,1434.0,96.3,85.5
2006,EAV-170605-G,Building materials containing asbestos,3072.0,342.7,307.4
2006,EAV-170801-G,Contaminated gypsum-based building materials,12.0,1.0,1.0
2006,EAV-170901-G,Construction and demolition waste containing mercury,16.0,0.2,0.2
2006,EAV-170902-G,Construction and demolition waste containing PCBs,115.0,7.7,4.6
2006,EAV-170903-G,Other construction and demolition waste,226.0,19.3,17.9
2006,EAV-18,Waste from medical supplies,171.0,12.7,11.5
2006,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),110.0,10.3,9.3
2006,EAV-180106-G,Chemicals consisting of dangerous substances,16.0,0.1,0.1
2006,EAV-180108-G,cytotoxic. and cytostatic drugs for humans,55.0,1.4,1.3
2006,EAV-180110-G,Amalgam waste from dentistry,28.0,0.1,0.1
2006,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),38.0,0.7,0.6
2006,EAV-180205-G,Chemicals composed of hazardous substances,13.0,0.1,0.0
2006,EAV-180207-G,Cytotoxic and. cytostatic drugs for.animals,,,
2006,EAV-19,"Waste from waste treatment plants, etc.",1770.0,4677.6,2234.6
2006,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",31.0,35.9,8.4
2006,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from exhaust gas tank.",36.0,47.6,10.2
2006,EAV-190107-G,"Incineration, pyrolysis: solid waste a. Exhaust gas treatment",105.0,495.8,195.5
2006,EAV-190110-G,"Combustion, pyrolysis: Used activated carbon a. Exhaust gas tank",19.0,11.3,0.9
2006,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",64.0,240.0,112.9
2006,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",115.0,453.9,175.1
2006,EAV-190115-G,"Combustion, pyrolysis: boiler dust is dangerous. fabrics",25.0,39.8,15.0
2006,EAV-190117-G,Pyrolysis Wastes containing dangerous substances,15.0,0.8,0.8
2006,EAV-190204-G,Premixed waste with at least one hazardous waste,105.0,530.8,210.0
2006,EAV-190205-G,Sludge from physical and chemical treatment,557.0,203.9,124.5
2006,EAV-190207-G,Oil and concentrates from separation processes,106.0,104.7,44.2
2006,EAV-190208-G,Liquid combustible waste with hazardous fabrics,17.0,31.4,4.5
2006,EAV-190209-G,Solid combustible waste containing hazardous substances,16.0,3.4,0.7
2006,EAV-190211-G,Other wastes containing dangerous substances,31.0,6.3,4.7
2006,EAV-190304-G,as dangerous classified partially stabilized waste,8.0,48.2,42.6
2006,EAV-190306-G,Solidified waste classified as hazardous,11.0,277.2,139.4
2006,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,
2006,EAV-190403-G,Non-vitrified solid phase,,,
2006,EAV-190702-G,"Landfill leachate, the hazardous contains substances",111.0,503.9,345.6
2006,EAV-190806-G,Saturated or spent ion exchange resins,64.0,0.6,0.6
2006,EAV-190807-G,Solutions and sludges from regeneration of ion exhaust.,3.0,0.1,0.1
2006,EAV-190808-G,Waste containing heavy metals from membrane systems,10.0,9.0,9.0
2006,EAV-190810-G,Grease and oil mixtures from oil separators (oh.190809),41.0,6.4,4.8
2006,EAV-190811-G,Sludges from biological treatment of industrial waste water,23.0,71.5,61.7
2006,EAV-190813-G,Sludge with dangerous Substances from industrial wastewater,178.0,79.6,51.2
2006,EAV-191003-G,Shredder light fractions and dust,11.0,13.4,13.3
2006,EAV-191005-G,Other factions that are dangerous. contain substances,11.0,26.9,5.7
2006,EAV-191101-G,Waste oil treatment: used filter clay,10.0,4.9,4.4
2006,EAV-191102-G,Waste oil processing: acid tars,3.0,31.3,31.1
2006,EAV-191103-G,Waste oil processing: Aqueous liquid waste,13.0,1.9,0.6
2006,EAV-191104-G,Waste oil processing: Abf.a.d. Fuel cleaning with bases,,,
2006,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),39.0,3.6,3.4
2006,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,
2006,EAV-191206-G,Mechanical waste treatment: wood with hazardous substances,303.0,872.3,401.5
2006,EAV-191211-G,Other waste (including mixed materials),119.0,241.0,117.1
2006,EAV-191301-G,Solid waste from soil remediation,31.0,235.0,87.4
2006,EAV-191303-G,Sludge from soil remediation,15.0,38.7,1.9
2006,EAV-191305-G,Sludges from groundwater remediation,25.0,3.5,3.4
2006,EAV-191307-G,Aqueous waste and concentrates from groundwater remediation.,20.0,2.6,2.6
2006,EAV-20,Municipal waste (household waste and similar waste),1495.0,153.2,133.0
2006,EAV-200113-G,Solvents,239.0,6.7,6.1
2006,EAV-200114-G,acids,226.0,1.0,0.9
2006,EAV-200115-G,Lye,214.0,0.9,0.8
2006,EAV-200117-G,Photochemical,165.0,0.7,0.7
2006,EAV-200119-G,pesticides,238.0,2.0,1.7
2006,EAV-200121-G,Fluorescent tubes and other waste containing mercury,484.0,8.2,7.8
2006,EAV-200123-G,Used equipment with chlorofluorocarbons,648.0,25.7,19.2
2006,EAV-200126-G,Oils and fats (without 200125),52.0,0.7,0.7
2006,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",330.0,18.4,17.2
2006,EAV-200129-G,Detergents containing dangerous substances,77.0,0.3,0.2
2006,EAV-200131-G,Cytotoxic and cytostatic drugs,5.0,0.0,0.0
2006,EAV-200133-G,Batteries and accumulators (160601-160603),81.0,2.4,2.4
2006,EAV-200135-G,"Used electrical equipment (oh.200121,200123)",779.0,71.0,61.2
2006,EAV-200137-G,Wood containing dangerous substances,65.0,15.0,13.8
2007,EAV-01,Waste from the extraction of mineral resources,29.0,156.6,153.2
2007,EAV-010304-G,Acid-forming tailings a. sul. ore,,,
2007,EAV-010305-G,Other processing residues with hazardous substances,,,
2007,EAV-010307-G,Waste from processing metal-bearing mineral resources,,,
2007,EAV-010407-G,Waste from further processing non-metal Mineral resources,,,
2007,EAV-010505-G,Oily drilling muds and wastes,23.0,155.5,152.0
2007,EAV-010506-G,Drilling muds and other drilling waste with hazardous substances,6.0,1.1,1.1
2007,EAV-02,"Waste from agriculture, forestry, etc.",69.0,1.1,0.7
2007,EAV-020108-G,Agricultural chemical waste,69.0,1.1,0.7
2007,EAV-03,"Waste from woodworking, etc.",27.0,0.4,0.3
2007,EAV-030104-G,"Sawdust, shavings, cuttings, wood, chipboard",9.0,0.3,0.3
2007,EAV-030201-G,Halogen-free organic wood preservatives,5.0,0.0,0.0
2007,EAV-030202-G,Organochlorine wood preservatives,8.0,0.1,0.1
2007,EAV-030203-G,Organometallic wood preservatives,,,
2007,EAV-030204-G,Inorganic wood preservatives,,,
2007,EAV-030205-G,Other wood preservatives with dangerous substances,,,
2007,EAV-04,"Waste from the leather, fur and textile industries",18.0,0.5,0.5
2007,EAV-040103-G,"Degreasing waste, solvent-free, non-liquid phase",,,
2007,EAV-040214-G,Waste from the finish with organ. solvent,7.0,0.2,
2007,EAV-040216-G,Dyes and pigments with hazardous substances,3.0,0.0,
2007,EAV-040219-G,Textile industry: sludge (own waste water treatment),8.0,0.3,0.3
2007,EAV-05,"Waste from petroleum refining, natural gas purification",205.0,78.4,74.0
2007,EAV-050102-G,Petroleum refining: desalination sludges,,,
2007,EAV-050103-G,Petroleum refining: bottom sludge from tanks,69.0,17.1,16.4
2007,EAV-050104-G,Petroleum refining: Acid alkyl sludges,,,
2007,EAV-050105-G,Petroleum Refining: Spilled Oil,,,
2007,EAV-050106-G,Petroleum refining: oil holding sludge a.,67.0,10.6,10.4
2007,EAV-050107-G,Petroleum refining: acid tars,,,
2007,EAV-050108-G,Petroleum refining: Other teas,8.0,0.5,0.5
2007,EAV-050109-G,Petroleum refinery: sludge (in-house waste water treatment),11.0,14.8,14.7
2007,EAV-050111-G,Petroleum refinery: Waste from fuel purification. with bases,,,
2007,EAV-050112-G,Petroleum Refining: Acidic Oils,,,
2007,EAV-050115-G,Petroleum Refining: Used filter clays,17.0,2.1,2.0
2007,EAV-050601-G,Coal pyrolysis: acid tars,,,
2007,EAV-050603-G,Kohlepyrolyse: Andere Teere,79.0,31.8,28.6
2007,EAV-050701-G,"Natural gas cleaning, transport: mercury h. waste",3.0,0.1,0.1
2007,EAV-06,Waste from inorganic chemical processes,1178.0,309.4,289.9
2007,EAV-060101-G,Sulfuric acid and sulphurous acid,191.0,119.4,119.0
2007,EAV-060102-G,hydrochloric acid,62.0,5.9,5.4
2007,EAV-060103-G,Hydrofluoric acid,18.0,0.2,0.2
2007,EAV-060104-G,Phosphoric acid and phosphorous acid,42.0,2.1,2.0
2007,EAV-060105-G,Nitric acid and nitrous acid,58.0,2.3,2.1
2007,EAV-060106-G,other acids,234.0,20.1,16.9
2007,EAV-060201-G,Calciumhydroxid,13.0,0.7,0.7
2007,EAV-060203-G,Ammoniumhydroxid,85.0,1.9,1.3
2007,EAV-060204-G,Sodium and potassium hydroxide,48.0,9.4,8.4
2007,EAV-060205-G,Other Bases,223.0,19.8,18.7
2007,EAV-060311-G,Solid salts and solutions containing cyanide,42.0,0.4,0.4
2007,EAV-060313-G,Solid salts and solutions containing heavy metals,156.0,7.9,6.0
2007,EAV-060315-G,Metal oxides containing heavy metals,31.0,4.3,4.3
2007,EAV-060403-G,Waste containing arsenic,22.0,1.0,0.9
2007,EAV-060404-G,Waste containing mercury,153.0,5.8,5.4
2007,EAV-060405-G,Waste containing other heavy metals,126.0,45.9,45.5
2007,EAV-060502-G,Sludge from in-house wastewater treatment,84.0,43.5,37.8
2007,EAV-060602-G,Waste containing hazardous sulphides,6.0,0.3,0.3
2007,EAV-060701-G,Asbestos-containing waste from electrolysis,,,
2007,EAV-060702-G,Activated carbon from chlorine production,4.0,0.0,0.0
2007,EAV-060703-G,Mercurial barium sulfate sludges,3.0,10.3,10.3
2007,EAV-060704-G,"Solutions and acids, e.g. contact acid",,,
2007,EAV-060802-G,Hazardous waste containing chlorosilanes,5.0,2.6,0.0
2007,EAV-060903-G,Calcium-based reaction wastes,,,
2007,EAV-061002-G,Nitrogen.Chemistry.: Waste with hazardous substances,6.0,0.1,0.1
2007,EAV-061301-G,"Inorganic pesticides, wood preservatives",57.0,0.4,0.2
2007,EAV-061302-G,Used activated carbon (without 060702),71.0,3.7,3.5
2007,EAV-061304-G,Waste from asbestos processing,20.0,1.1,0.6
2007,EAV-061305-G,Oven and chimney soot,,,
2007,EAV-07,Waste from organic chemical processes,2152.0,927.6,846.4
2007,EAV-070101-G,"Organic basic chemicals: Aqueous wash bottles, mother liquors",151.0,30.4,23.7
2007,EAV-070103-G,"Organic basic chemicals: halogen organic solvents, wash bottle",117.0,20.1,15.1
2007,EAV-070104-G,"Organic basic chemicals: solvents, washing liquids",371.0,101.3,81.6
2007,EAV-070107-G,"Org.Basic chem.: Halogen.Reaction-, Distill.reset.",42.0,33.5,31.7
2007,EAV-070108-G,Org.Basic chemistry: reaction and distillation residues.,146.0,67.6,63.3
2007,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",13.0,0.4,0.4
2007,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",54.0,5.9,5.4
2007,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),39.0,10.2,10.0
2007,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",83.0,22.9,20.9
2007,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",39.0,3.5,3.0
2007,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",183.0,35.9,31.3
2007,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,56.0,6.2,2.8
2007,EAV-070208-G,Plastics: reaction and distillation residues,486.0,72.8,68.8
2007,EAV-070209-G,"Plastics: Halog. filter cake, absorbent mat.",7.0,0.1,0.0
2007,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",47.0,5.3,4.4
2007,EAV-070211-G,Plastics: sludge (company wastewater tank),15.0,3.7,3.3
2007,EAV-070214-G,Plastics: Waste from additives with dangerous St.,31.0,0.6,0.6
2007,EAV-070216-G,Plastics: Danger. Waste containing silicone,4.0,1.0,0.3
2007,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",33.0,3.6,3.3
2007,EAV-070303-G,"Organic dyes: halogen org. Solvents, detergents",32.0,2.1,1.8
2007,EAV-070304-G,"Organic dyes: solvents, washing liquids",327.0,48.3,43.9
2007,EAV-070307-G,"Organic dyes: Halog. Reaction, distillation residue",9.0,0.8,0.8
2007,EAV-070308-G,Organic dyes: reaction and distillation residues,32.0,2.3,2.1
2007,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",7.0,0.4,0.4
2007,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",15.0,3.7,3.7
2007,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),8.0,0.2,0.2
2007,EAV-070401-G,"Plant protection products: Aqueous wash liquor, mother liquor.",18.0,9.5,9.5
2007,EAV-070403-G,"Plant protection agent.: halogen organic solvents, washing fl.",12.0,15.2,15.2
2007,EAV-070404-G,"Pesticides: Organ. solvent, washbottle",17.0,17.2,17.2
2007,EAV-070407-G,"Crop Protection With.: Halogen.Reaction, Distill.reset",8.0,4.1,4.1
2007,EAV-070408-G,"Plant protection products: reaction, distillation residue.",10.0,2.1,2.1
2007,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",3.0,0.1,0.1
2007,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",7.0,0.3,0.3
2007,EAV-070411-G,Plant protection: sludge (company wastewater tank),,,
2007,EAV-070413-G,Pesticides: solid waste with dangerous goods,9.0,0.1,0.1
2007,EAV-070501-G,"Pharmaceuticals: Aqueous washes, mother liquors",56.0,47.0,47.0
2007,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, wash fl.",49.0,12.0,12.0
2007,EAV-070504-G,"Pharmaceuticals: organ. Solvents, washing liquids.",88.0,66.7,66.6
2007,EAV-070507-G,"Pharmaceuticals: halogen.reaction, distill.residue",9.0,2.0,2.0
2007,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,54.0,3.3,3.3
2007,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",9.0,0.1,0.1
2007,EAV-070510-G,"Pharmaceuticals: filter cakes, absorbent materials",24.0,1.7,1.7
2007,EAV-070511-G,Pharmaceuticals: Sludge (company wastewater tank),5.0,1.1,1.1
2007,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous fabrics,36.0,1.5,1.5
2007,EAV-070601-G,"Greases, soaps: aqueous detergents, mother liquors",136.0,26.1,23.6
2007,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",30.0,1.3,0.6
2007,EAV-070604-G,"Fats, soaps: organ. Solvents, washing liquids.",78.0,8.1,6.8
2007,EAV-070607-G,"Fats, soaps: halogen reaction and distillation residue.",,,
2007,EAV-070608-G,"Fats, soaps: reaction, distillation residues",154.0,44.5,41.7
2007,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",,,
2007,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",18.0,3.2,3.2
2007,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",7.0,1.8,1.8
2007,EAV-070701-G,"Fine Chemicals: Aqueous washes, mother liquors",146.0,61.1,56.8
2007,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",117.0,15.6,13.1
2007,EAV-070704-G,"Fine chemicals: organ. Solvents, washing liquids.",203.0,55.9,52.8
2007,EAV-070707-G,"Fine Chemicals: Halogen.Reaction, Distill.resid.",37.0,4.2,3.2
2007,EAV-070708-G,Fine chemicals: reaction and distillation residues.,80.0,34.8,32.9
2007,EAV-070709-G,"Fine chemicals: halogen filter cake, absorbent mat.",22.0,0.4,0.3
2007,EAV-070710-G,"Fine chemicals: filter cake, absorbent materials",61.0,2.1,1.8
2007,EAV-070711-G,Fine chemicals: sludge (company wastewater tank),20.0,1.9,1.2
2007,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1818.0,178.7,156.3
2007,EAV-080111-G,Paint and varnish waste with hazardous substances,788.0,59.7,47.2
2007,EAV-080113-G,Paint and varnish sludge with dangerous substances,566.0,35.7,31.8
2007,EAV-080115-G,"Paints, varnishes: Aqueous sludge with hazardous St.",204.0,20.7,17.7
2007,EAV-080117-G,Waste from paint or varnish removal,217.0,22.2,21.8
2007,EAV-080119-G,Aqueous suspensions containing paints or varnishes,41.0,8.9,8.9
2007,EAV-080121-G,Paint or varnish remover waste,20.0,0.5,0.5
2007,EAV-080312-G,Waste printing ink containing hazardous substances,144.0,6.3,5.6
2007,EAV-080314-G,Printing ink sludge containing dangerous substances,64.0,4.8,4.6
2007,EAV-080316-G,Waste from etching solutions,,,
2007,EAV-080317-G,Waste toner containing hazardous substances,10.0,0.0,0.0
2007,EAV-080319-G,Dispersion beer,,,
2007,EAV-080409-G,Adhesive and sealant waste with hazardous St.,332.0,17.9,16.3
2007,EAV-080411-G,Slurries containing adhesives and sealants,17.0,0.4,0.4
2007,EAV-080413-G,"Adhesives, sealants: Aqueous sludges with dangerous substances.",14.0,0.5,0.5
2007,EAV-080415-G,"Adhesive, sealant: Aqueous liquid waste with dangerous items",19.0,0.6,0.6
2007,EAV-080417-G,"Adhesives, sealants: resin oils",,,
2007,EAV-080501-G,isocyanate waste,32.0,0.3,0.3
2007,EAV-09,Waste from the photographic industry,267.0,52.6,38.6
2007,EAV-090101-G,Water-based developer and activator solutions,193.0,18.6,14.6
2007,EAV-090102-G,Offset Printing Plate Developer Solutions,95.0,12.1,8.8
2007,EAV-090103-G,Solvent-based developer solutions,15.0,0.3,0.0
2007,EAV-090104-G,fixing baths,149.0,14.7,11.0
2007,EAV-090105-G,bleach solutions and bleach-fix baths,47.0,4.0,3.9
2007,EAV-090106-G,Waste containing silver from containers photographer. waste,,,
2007,EAV-090111-G,Disposable cameras with batteries (160601-160603),,,
2007,EAV-090113-G,Waste from silver recovery (excluding 090106),6.0,2.7,0.1
2007,EAV-10,Waste from thermal processes,649.0,900.6,692.0
2007,EAV-100104-G,Filter dust and boiler dust from oil firing,34.0,3.5,1.8
2007,EAV-100109-G,sulfuric acid,,,
2007,EAV-100113-G,Filter dust from emulsified hydrocarbons,,,
2007,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",18.0,23.3,22.6
2007,EAV-100116-G,Filter dust from co-incineration of waste,15.0,21.6,11.2
2007,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,37.0,14.1,13.7
2007,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",3.0,1.7,1.7
2007,EAV-100122-G,"Power plants, etc.: Aqueous sludge a. boiler cleaning",5.0,0.1,0.1
2007,EAV-100207-G,Iron and steel industry: Solid waste from exhaust gas treatment.,53.0,238.1,235.4
2007,EAV-100211-G,"Iron, steel cylinder: oil content. Drain from cooling water tank.",3.0,4.8,4.8
2007,EAV-100213-G,"Iron, steel ind.: sludge, filter c. from exhaust gas tank",15.0,102.9,99.1
2007,EAV-100304-G,Aluminum metallurgy: slags from initial melting,,,
2007,EAV-100308-G,Aluminum metallurgy: salt slag a.Zzweischmel.,21.0,316.9,169.5
2007,EAV-100309-G,Aluminum metallurgy: Black dross a.Zweitsch.,,,
