GENESIS-Tabelle: 32161-0002
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;;;
Wirtschaftszweige, Abfallarten;;;;;;
Erhebung über die Abfallerzeugung;;;;;;
Deutschland;;;;;;
;;;;;Betriebe;Erzeugte Abfallmenge
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;234;34,6
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;930;92,8
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;1278;49,2
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;557;13,3
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;2820;594,9
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;1386;193,8
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-17;Bau- und Abbruchabfälle;1654;1347,8
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-18;Abfälle aus der medizinischen Versorgung;147;12,7
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;451;1055,1
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);2823;525,8
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-20-03;Chem. u. pharm. Erzeugn., Gummi-, Kunststoffwaren;;Insgesamt;2987;7729,4
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;23;52,1
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;35;0,4
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-03;Abfälle aus der Holzbearbeitung u.a.;70;12,8
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;8;0,8
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;97;5,0
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-07;Abfälle aus organisch-chemischen Prozessen;153;7,1
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;269;85,8
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-09;Abfälle aus der fotografischen Industrie;4;0,0
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-10;Abfälle aus thermischen Prozessen;535;2805,8
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;59;1,5
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;214;14,2
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;441;15,6
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;128;0,4
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;844;137,5
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;381;45,6
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-17;Bau- und Abbruchabfälle;600;334,8
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-18;Abfälle aus der medizinischen Versorgung;-;-
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;124;144,0
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);892;105,4
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;;Insgesamt;940;3768,9
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;5;2,3
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;122;4,8
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-03;Abfälle aus der Holzbearbeitung u.a.;36;2,4
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;3;0,2
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;13;3,8
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;334;72,2
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-07;Abfälle aus organisch-chemischen Prozessen;381;15,4
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;689;16,9
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-09;Abfälle aus der fotografischen Industrie;35;0,1
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-10;Abfälle aus thermischen Prozessen;387;6868,6
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;570;481,8
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;1540;2170,5
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;1149;54,7
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;423;7,0
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;1835;225,7
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;944;517,7
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-17;Bau- und Abbruchabfälle;1190;1156,7
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-18;Abfälle aus der medizinischen Versorgung;15;0,0
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;332;188,3
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);1792;481,3
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-24-03;Metallerzeugung u. -bearb., Herstell. v.Metallerz.;;Insgesamt;1912;12270,4
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;10;0,2
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;529;23,5
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-03;Abfälle aus der Holzbearbeitung u.a.;84;15,9
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;20;5,6
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;9;0,0
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;566;42,5
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-07;Abfälle aus organisch-chemischen Prozessen;1146;72,1
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;2339;195,1
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-09;Abfälle aus der fotografischen Industrie;82;0,5
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-10;Abfälle aus thermischen Prozessen;333;287,1
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;844;89,0
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3397;3648,2
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;2449;72,9
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;1317;17,3
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;5086;846,2
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;2687;367,2
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-17;Bau- und Abbruchabfälle;3019;1269,6
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-18;Abfälle aus der medizinischen Versorgung;46;0,1
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;608;152,3
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);5191;1270,2
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-26-03;DV-Geräte,elektr. u. opt.Erzeugn.,Fahrzeugbau,etc.;;Insgesamt;5402;8375,5
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;4;1,3
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;25;5,1
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;238;232,1
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;21;1,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;79;1,3
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-07;Abfälle aus organisch-chemischen Prozessen;182;32,4
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;298;5,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-09;Abfälle aus der fotografischen Industrie;11;0,0
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-10;Abfälle aus thermischen Prozessen;142;3,4
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;116;3,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;354;38,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;200;1,3
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;162;0,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;906;87,9
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;250;3,0
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-17;Bau- und Abbruchabfälle;360;28,7
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-18;Abfälle aus der medizinischen Versorgung;32;1,6
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;71;6,3
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);949;93,0
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-31-02;Herstellung von Möbeln und sonstigen Waren;;Insgesamt;995;547,5
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;8;0,8
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;100;11,6
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;5;1,4
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;8;0,0
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;57;0,3
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-07;Abfälle aus organisch-chemischen Prozessen;90;2,6
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;154;0,1
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-09;Abfälle aus der fotografischen Industrie;6;0,0
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-10;Abfälle aus thermischen Prozessen;69;11485,7
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;27;0,0
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;98;3,6
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;278;11,3
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;62;0,1
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;462;19,8
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;342;27,1
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-17;Bau- und Abbruchabfälle;355;1116,1
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-18;Abfälle aus der medizinischen Versorgung;11;0,0
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;176;809,8
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);513;64,4
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-35-01;Energieversorgung, Wasserversorgung;;Insgesamt;526;13554,5
2018;WZ08-45-04;Dienstleistungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;7;0,1
2018;WZ08-45-04;Dienstleistungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;723;95,4
2018;WZ08-45-04;Dienstleistungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;57;1,1
2018;WZ08-45-04;Dienstleistungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;10;0,1
2018;WZ08-45-04;Dienstleistungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-
2018;WZ08-45-04;Dienstleistungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;232;40,2
2018;WZ08-45-04;Dienstleistungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;436;108,4
2018;WZ08-45-04;Dienstleistungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;472;2,0
2018;WZ08-45-04;Dienstleistungen;EAV-09;Abfälle aus der fotografischen Industrie;181;0,6
2018;WZ08-45-04;Dienstleistungen;EAV-10;Abfälle aus thermischen Prozessen;41;0,9
2018;WZ08-45-04;Dienstleistungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;99;1,4
2018;WZ08-45-04;Dienstleistungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;276;8,2
2018;WZ08-45-04;Dienstleistungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;554;17,8
2018;WZ08-45-04;Dienstleistungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;263;1,4
2018;WZ08-45-04;Dienstleistungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;2852;769,4
2018;WZ08-45-04;Dienstleistungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;1149;46,7
2018;WZ08-45-04;Dienstleistungen;EAV-17;Bau- und Abbruchabfälle;1371;1001,1
2018;WZ08-45-04;Dienstleistungen;EAV-18;Abfälle aus der medizinischen Versorgung;844;265,3
2018;WZ08-45-04;Dienstleistungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;269;67,9
2018;WZ08-45-04;Dienstleistungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);3332;1185,3
2018;WZ08-45-04;Dienstleistungen;EAV-99;Gefährliche Abfälle;-;-
2018;WZ08-45-04;Dienstleistungen;;Insgesamt;3377;3613,5
__________
© Statistisches Bundesamt (Destatis), 2023
Stand: 30.08.2023 / 20:09:31
