GENESIS-Tabelle: 32161-0001
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;
Abfallarten;;;;
Erhebung über die Abfallerzeugung;;;;
Deutschland;;;;
;;;Betriebe;Erzeugte Abfallmenge
2010;EAV-100104-G;  Filterstäube und Kesselstaub aus Ölfeuerung;15;3,2
2010;EAV-100105-U;  Reaktionsabfälle auf Calciumbasis in fester Form;40;391,2
2010;EAV-100107-U;  Reaktionsabfälle auf Calciumbasis (Schlämme);5;3,1
2010;EAV-100109-G;  Schwefelsäure;3;0,0
2010;EAV-100113-G;  Filterstäube aus emulgierten Kohlenwasserstoffen;-;-
2010;EAV-100114-G;  Rost- und Kesselasche, Schlacken, Kesselstaub;11;28,9
2010;EAV-100115-U;  Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);30;332,8
2010;EAV-100116-G;  Filterstäube aus der Abfallmitverbrennung;11;19,7
2010;EAV-100117-U;  Filterstäube aus Abfallmitverbrennung (oh.100116);26;863,2
2010;EAV-100118-G;  Abfälle aus der Abgasbehandlung mit gefährl. St.;22;7,5
2010;EAV-100119-U;  Abfälle a. Abgasbehandl.(oh.100105,100107,100118);18;13,6
2010;EAV-100120-G;  Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);6;1,4
2010;EAV-100121-U;  Schlämme a. betriebs.Abwasserbehandlung(oh.100120);10;4,6
2010;EAV-100122-G;  Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;-;-
2010;EAV-100123-U;  Wässrige Schlämme aus Kesselreinigung (oh.100122);8;0,5
2010;EAV-100124-U;  Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;-;-
2010;EAV-100125-U;  Abfälle aus Lagerung u. Vorbereitung von Brennst.;3;4,8
2010;EAV-100126-U;  Abfälle aus der Kühlwasserbehandlung;-;-
2010;EAV-100199-U;  Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;4;0,0
2010;EAV-100201-U;  Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;14;514,7
2010;EAV-100202-U;  Eisen-,Stahlind.: Unbearbeitete Schlacke;73;1851,9
2010;EAV-100207-G;  Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;56;345,1
2010;EAV-100208-U;  Abfälle aus der Abgasbehandlung (ohne 100207);33;425,3
2010;EAV-100210-U;  Eisen-,Stahlind.: Walzzunder;81;483,8
2010;EAV-100211-G;  Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;8;3,2
2010;EAV-100212-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100211);-;-
2010;EAV-100213-G;  Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;8;63,3
2010;EAV-100214-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);6;159,8
2010;EAV-100215-U;  Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;17;593,1
2010;EAV-100299-U;  Eisen- und Stahlindustrie: Abfälle a.n.g.;23;66,0
2010;EAV-100302-U;  Aluminium-Metallurgie: Anodenschrott;5;0,6
2010;EAV-100304-G;  Aluminium-Metallurgie: Schlacken aus Erstschmelze;-;-
2010;EAV-100305-U;  Aluminium-Metallurgie: Aluminiumoxidabfälle;12;11,3
2010;EAV-100308-G;  Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;7;194,3
2010;EAV-100309-G;  Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;3;1,5
2010;EAV-100315-G;  Aluminium-Metallurgie: Abschaum (entzündlich);35;17,9
2010;EAV-100316-U;  Abschaum (ohne 100315);38;58,5
2010;EAV-100317-G;  Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;-;-
2010;EAV-100318-U;  Abfälle aus der Anodenherstellung (ohne 100317);-;-
2010;EAV-100319-G;  Aluminium-Metallurgie: Filterstaub m.gefährl.St.;10;3,8
2010;EAV-100320-U;  Filterstaub (ohne 100319);3;0,0
2010;EAV-100321-G;  Aluminium-Metallurgie: Andere Teilchen und Staub;7;1,2
2010;EAV-100322-U;  Andere Teilchen und Staub (ohne 100321);8;3,3
2010;EAV-100323-G;  Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;19;10,6
2010;EAV-100324-U;  Feste Abfälle aus der Abgasbehandlung (oh. 100323);-;-
2010;EAV-100325-G;  Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;5;0,2
2010;EAV-100326-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);-;-
2010;EAV-100327-G;  Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2010;EAV-100328-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-
2010;EAV-100329-G;  Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-
2010;EAV-100330-U;  Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-
2010;EAV-100399-U;  Aluminium-Metallurgie: Abfälle a.n.g.;11;1,1
2010;EAV-100401-G;  Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);3;66,9
2010;EAV-100402-G;  Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);57;4,5
2010;EAV-100403-G;  Bleimetallurgie: Calciumarsenat;-;-
2010;EAV-100404-G;  Bleimetallurgie: Filterstaub;3;0,9
2010;EAV-100405-G;  Bleimetallurgie: Andere Teilchen und Staub;10;1,1
2010;EAV-100406-G;  Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;3;0,4
2010;EAV-100407-G;  Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2010;EAV-100409-G;  Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2010;EAV-100410-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-
2010;EAV-100499-U;  Bleimetallurgie: Abfälle a.n.g.;3;0,1
2010;EAV-100501-U;  Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);5;2,0
2010;EAV-100503-G;  Zinkmetallurgie: Filterstaub;5;0,2
2010;EAV-100504-U;  Zinkmetallurgie: Andere Teilchen und Staub;13;2,1
2010;EAV-100505-G;  Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;6;0,1
2010;EAV-100506-G;  Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2010;EAV-100508-G;  Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2010;EAV-100509-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-
2010;EAV-100510-G;  Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-
2010;EAV-100511-U;  Krätzen, Abschaum (ohne 100510);6;0,4
2010;EAV-100599-U;  Zinkmetallurgie: Abfälle a.n.g.;3;0,0
2010;EAV-100601-U;  Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);4;17,3
2010;EAV-100602-U;  Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);8;8,7
2010;EAV-100603-G;  Kupfermetallurgie: Filterstaub;6;1,6
2010;EAV-100604-U;  Kupfermetallurgie: Andere Teilchen und Staub;7;2,5
2010;EAV-100606-G;  Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;4;2,4
2010;EAV-100607-G;  Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-
2010;EAV-100609-G;  Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2010;EAV-100610-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-
2010;EAV-100699-U;  Kupfermetallurgie: Abfälle a.n.g.;3;0,3
2010;EAV-100701-U;  Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);-;-
2010;EAV-100702-U;  Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);4;0,0
2010;EAV-100703-U;  Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-
2010;EAV-100704-U;  Silbermet.u.a.: Andere Teilchen und Staub;9;0,2
2010;EAV-100705-U;  Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-
2010;EAV-100707-G;  Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-
2010;EAV-100708-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-
2010;EAV-100799-U;  Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;-;-
2010;EAV-100804-U;  Nichteisenmetallurgie: Teilchen und Staub;12;1,7
2010;EAV-100808-G;  Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);-;-
2010;EAV-100809-U;  Nichteisenmetallurgie: Andere Schlacken;8;32,3
2010;EAV-100810-G;  Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);3;0,1
2010;EAV-100811-U;  Krätzen, Abschaum (ohne 100810);60;4,8
2010;EAV-100812-G;  Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-
2010;EAV-100813-U;  Kohlenstoffhaltige Abfälle (ohne 100812);-;-
2010;EAV-100814-U;  Nichteisenmetallurgie: Anodenschrott;-;-
2010;EAV-100815-G;  Nichteisenmetallurgie: Filterstaub m.gefährl.St.;23;3,3
2010;EAV-100816-U;  Filterstaub (ohne 100815);9;0,2
2010;EAV-100817-G;  Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-
2010;EAV-100818-U;  Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-
2010;EAV-100819-G;  Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2010;EAV-100820-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-
2010;EAV-100899-U;  Nichteisenmetallurgie: Abfälle a.n.g;4;0,0
2010;EAV-100903-U;  Eisen,Stahl: Ofenschlacke;113;274,5
2010;EAV-100905-G;  Eisen,Stahl: Gießformen und -sande vor dem Gießen;6;2,2
2010;EAV-100906-U;  Gießformen und -sande vor dem Gießen (oh.100905);42;128,8
2010;EAV-100907-G;  Eisen,Stahl: Gießformen und -sande nach dem Gießen;4;2,4
2010;EAV-100908-U;  Gießformen u. -sande nach dem Gießen (ohne 100907);170;1587,7
2010;EAV-100909-G;  Eisen,Stahl: Filterstaub mit gefährlichen Stoffen;24;5,2
2010;EAV-100910-U;  Filterstaub (ohne 100909);59;52,2
2010;EAV-100911-G;  Eisen,Stahl: Andere Teilchen mit gefährl. Stoffen;4;0,1
2010;EAV-100912-U;  Andere Teilchen (ohne 100911);3;1,8
2010;EAV-100913-G;  Eisen,Stahl: Abf. v. Bindemitteln mit gefährl. St.;-;-
2010;EAV-100914-U;  Abfälle von Bindemitteln (ohne 100913);-;-
2010;EAV-100915-G;  Eisen,Stahl: Abf. aus rissanzeigenden Substanzen;-;-
2010;EAV-100916-U;  Abfälle aus rissanzeigenden Substanzen (oh.100915);-;-
2010;EAV-100999-U;  Gießen von Eisen und Stahl: Abfälle a.n.g.;4;1,6
2010;EAV-101003-U;  Nichteisenmetalle: Ofenschlacke;30;8,0
2010;EAV-101005-G;  Nichteisenmet.: Gießformen, -sande vor dem Gießen;-;-
2010;EAV-101006-U;  Gießformen und -sande vor dem Gießen (ohne 101005);13;11,3
2010;EAV-101007-G;  Nichteisenmet.: Gießformen, -sande nach dem Gießen;3;2,0
2010;EAV-101008-U;  Gießformen und -sande nach dem Gießen (oh. 101007);66;164,5
2010;EAV-101009-G;  Nichteisenmetalle: Filterstaub m.gefährl.Stoffen;7;2,5
2010;EAV-101010-U;  Filterstaub (ohne 101009);17;2,3
2010;EAV-101011-G;  Nichteisenmet.: And. Teilchen mit gefährl. Stoffen;-;-
2010;EAV-101012-U;  Andere Teilchen (ohne 101011);4;0,4
2010;EAV-101013-G;  Nichteisenmet.:Abf.v. Bindemitteln mit gefährl.St.;-;-
2010;EAV-101014-U;  Abfälle von Bindemitteln (ohne 101013);-;-
2010;EAV-101015-G;  Nichteisenmetalle: Abf. aus rissanzeigenden Subst.;-;-
2010;EAV-101016-U;  Abfälle aus rissanzeigenden Substanzen (oh.101015);-;-
2010;EAV-101099-U;  Gießen von Nichteisenmetallen: Abfälle a.n.g.;9;0,1
2010;EAV-101103-U;  Glasfaserabfall;48;25,7
2010;EAV-101105-U;  Glasherstellung: Teilchen und Staub;27;4,9
2010;EAV-101109-G;  Gemengeabfall mit gefährl. Stoffen v. d. Schmelzen;10;0,4
2010;EAV-101110-U;  Gemengeabfall vor dem Schmelzen (ohne 101109);24;4,6
2010;EAV-101111-G;  Glasabfall in kleinen Teilchen und Glasstaub;13;1,3
2010;EAV-101112-U;  Glasabfall (ohne 101111);229;214,3
2010;EAV-101113-G;  Glaspolier- und Glasschleifschlämme;30;0,9
2010;EAV-101114-U;  Glaspolier- und Glasschleifschlämme (ohne 101113);67;4,7
2010;EAV-101115-G;  Glasherstellung: Feste Abfälle aus Abgasbehandlung;32;3,1
2010;EAV-101116-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101115);11;0,6
2010;EAV-101117-G;  Glasherstellung: Schlämme, Filterk. aus Abgasbeh.;-;-
2010;EAV-101118-U;  Schlämme und Filterkuchen aus Abgasbeh.(oh.101117);-;-
2010;EAV-101119-G;  Glasherst.:Feste Abf. a. betriebseig. Abwasserbeh.;7;0,4
2010;EAV-101120-U;  Feste Abfälle a. betriebs. Abwasserbeh.(oh.101119);11;1,2
2010;EAV-101199-U;  Glasherstellung: Abfälle a.n.g.;7;9,2
2010;EAV-101201-U;  Keramikerzeugnisse: Rohmischungen vor dem Brennen;48;39,1
2010;EAV-101203-U;  Keramikerzeugnisse: Teilchen und Staub;67;15,9
2010;EAV-101205-U;  Keramikerzeugnisse: Schlämme, Filterk. a.Abgasbeh.;-;-
2010;EAV-101206-U;  Keramikerzeugnisse: Verworfene Formen;41;11,0
2010;EAV-101208-U;  Abfälle aus Keramikerzeugnissen, Ziegeln u.a.;116;103,1
2010;EAV-101209-G;  Keramikerzeugnisse: Feste Abfälle a. Abgasbehandl.;13;2,1
2010;EAV-101210-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101209);56;10,1
2010;EAV-101211-G;  Keramikerzeugn.: Glasurabfälle mit Schwermetallen;5;0,5
2010;EAV-101212-U;  Glasurabfälle (ohne 101211);7;1,1
2010;EAV-101213-U;  Keramikerzeugn.:Schlämme(betriebseig.Abwasserbeh.);44;20,7
2010;EAV-101299-U;  Keramikerzeugnisse,keram.Baustoffe: Abfälle a.n.g.;18;2,0
2010;EAV-101301-U;  Zement u.a.:Abfälle von Rohgemenge vor dem Brennen;-;-
2010;EAV-101304-U;  Abfälle a.Kalzinierung,Hydratisierung v.Branntkalk;30;13,5
2010;EAV-101306-U;  Zement u.a.: Teilchen, Staub (außer 101312,101313);42;134,2
2010;EAV-101307-U;  Zement u.a.: Schlämme, Filterkuchen aus Abgasbeh.;-;-
2010;EAV-101309-G;  Asbesthaltige Abfälle a. Herstell. v. Asbestzement;-;-
2010;EAV-101310-U;  Abfälle aus Herstellung v. Asbestzement(oh.101309);-;-
2010;EAV-101311-U;  Abfälle aus Verbundstoffen (ohne 101309, 101310);33;44,0
2010;EAV-101312-G;  Zement u.a.: Feste Abfälle aus Abgasbehandlung;-;-
2010;EAV-101313-U;  Feste Abfälle aus der Abgasbehandlung (oh. 101312);4;13,8
2010;EAV-101314-U;  Betonabfälle und Betonschlämme;111;215,6
2010;EAV-101399-U;  Zement, Gips, Branntkalk: Abfälle a.n.g.;8;1,6
2010;EAV-101401-G;  Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung;7;0,0
2010;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;;
2010;EAV-110105-G;  Oberflächenbearb.: Saure Beizlösungen;630;165,0
2010;EAV-110106-G;  Oberflächenbearb.: Säuren a.n.g.;203;11,4
2010;EAV-110107-G;  Oberflächenbearb.: Alkalische Beizlösungen;608;40,1
2010;EAV-110108-G;  Oberflächenbearb.: Phosphatierschlämme;210;7,9
2010;EAV-110109-G;  Oberflächenbearb.: Schlämme,Filterkuchen m.gef.St.;677;53,4
2010;EAV-110110-U;  Schlämme und Filterkuchen (ohne 110109);73;39,6
2010;EAV-110111-G;  Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.;656;30,2
2010;EAV-110112-U;  Wässrige Spülflüssigkeiten (ohne 110111);54;2,9
2010;EAV-110113-G;  Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.;103;5,2
2010;EAV-110114-U;  Abfälle aus der Entfettung (ohne 110113);14;0,2
2010;EAV-110115-G;  Oberflächenbearb.: Eluate,Schlämme a. Membransyst.;5;0,3
2010;EAV-110116-G;  Oberflächenbearb.: Ionenaustauscherharze;22;0,1
2010;EAV-110198-G;  Oberflächenbearb.: Andere Abfälle mit gefährl. St.;187;7,5
2010;EAV-110199-U;  Oberflächenbearbeitung: Abfälle a.n.g.;10;14,4
2010;EAV-110202-G;  Schlämme aus der Zink-Hydrometallurgie;7;175,1
2010;EAV-110203-U;  Abfälle aus der Herstellung von Anoden;-;-
2010;EAV-110205-G;  Abfälle aus Prozessen der Kupfer-Hydrometallurgie;3;0,2
2010;EAV-110206-U;  Abfälle aus Prozes. d.Kupfer-Hydromet.(oh.110205);3;0,1
2010;EAV-110207-G;  Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.;-;-
2010;EAV-110299-U;  Nichteisen-Hydrometallurgie: Abfälle a.n.g.;4;16,7
2010;EAV-110301-G;  Schlämme,Festst.a.Härteprozessen: Cyanidh. Abfälle;41;0,3
2010;EAV-110302-G;  Schlämme,Festst.a.Härteprozessen: Andere Abfälle;73;0,9
2010;EAV-110501-U;  Verzinkung: Hartzink;20;5,1
2010;EAV-110502-U;  Verzinkung: Zinkasche;22;2,8
2010;EAV-110503-G;  Verzinkung: Feste Abfälle aus Abgasbehandlung;5;0,1
2010;EAV-110504-G;  Verzinkung: Gebrauchte Flussmittel;3;0,2
2010;EAV-110599-U;  Verzinkung: Abfälle a.n.g.;-;-
2010;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;;
2010;EAV-120101-U;  Eisenfeil- und -drehspäne;2583;1462,6
2010;EAV-120102-U;  Eisenstaub und -teilchen;2313;2477,0
2010;EAV-120103-U;  NE-Metallfeil- und -drehspäne;1785;293,7
2010;EAV-120104-U;  NE-Metallstaub und -teilchen;1221;262,2
2010;EAV-120105-U;  Kunststoffspäne und -drehspäne;588;63,5
2010;EAV-120106-G;  Halogenhaltige Bearbeitungsöle auf Mineralölbasis;33;0,3
2010;EAV-120107-G;  Halogenfreie Bearbeitungsöle auf Mineralölbasis;151;23,5
2010;EAV-120108-G;  Halogenhaltige Bearbeitungsemulsionen u. -lösungen;51;1,8
2010;EAV-120109-G;  Halogenfreie Bearbeitungsemulsionen und -lösungen;4811;739,1
2010;EAV-120110-G;  Synthetische Bearbeitungsöle;55;1,8
2010;EAV-120112-G;  Gebrauchte Wachse und Fette;650;8,7
2010;EAV-120113-U;  Schweißabfälle;88;23,4
2010;EAV-120114-G;  Bearbeitungsschlämme mit gefährlichen Stoffen;360;14,0
2010;EAV-120115-U;  Bearbeitungsschlämme (ohne 120114);128;16,1
2010;EAV-120116-G;  Strahlmittelabfälle (mit gefährlichen Stoffen);153;10,2
2010;EAV-120117-U;  Strahlmittelabfälle (ohne 120116);722;55,1
2010;EAV-120118-G;  Ölhaltige Metallschlämme (Schleifschlämme, etc.);655;53,7
2010;EAV-120119-G;  Biologisch leicht abbaubare Bearbeitungsöle;4;0,0
2010;EAV-120120-G;  Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen;91;6,1
2010;EAV-120121-U;  Gebrauchte Hon- und Schleifmittel (ohne 120120);492;13,2
2010;EAV-120199-U;  Oberflächenbearb. Metalle,Kunstst.: Abfälle a.n.g.;208;106,1
2010;EAV-120301-G;  Wässrige Waschflüssigkeiten;416;19,8
2010;EAV-120302-G;  Abfälle aus der Dampfentfettung;19;2,0
2010;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;;
2010;EAV-130101-G;  Hydrauliköle, die PCB enthalten;12;0,0
2010;EAV-130104-G;  Hydrauliköle: Chlorierte Emulsionen;4;0,3
2010;EAV-130105-G;  Hydrauliköle: Nichtchlorierte Emulsionen;174;57,7
2010;EAV-130109-G;  Chlorierte Hydrauliköle auf Mineralölbasis;4;0,0
2010;EAV-130110-G;  Nichtchlorierte Hydrauliköle auf Mineralölbasis;322;3,2
2010;EAV-130111-G;  Synthetische Hydrauliköle;28;0,6
2010;EAV-130112-G;  Biologisch leicht abbaubare Hydrauliköle;15;0,1
2010;EAV-130113-G;  Andere Hydrauliköle;58;0,6
2010;EAV-130204-G;  Chlorierte Maschinen-, Getriebe- und Schmieröle;150;0,9
2010;EAV-130205-G;  Nichtchlorierte Maschinen-,Getriebe-u. Schmieröle;6294;96,0
2010;EAV-130206-G;  Synthetische Maschinen-, Getriebe- und Schmieröle;103;0,4
2010;EAV-130207-G;  Biologisch leicht abbau. Maschinen-, Getriebeöle;13;0,0
2010;EAV-130208-G;  Andere Maschinen-, Getriebe- und Schmieröle;609;6,5
2010;EAV-130301-G;  Isolier- und Wärmeübertragungsöle mit PCB;56;0,7
2010;EAV-130306-G;  Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301);-;-
2010;EAV-130307-G;  Nichtchlorierte Isolier- und Wärmeübertragungsöle;190;6,0
2010;EAV-130308-G;  Synthetische Isolier- und Wärmeübertragungsöle;29;0,8
2010;EAV-130309-G;  Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle;-;-
2010;EAV-130310-G;  Andere Isolier- und Wärmeübertragungsöle;38;0,2
2010;EAV-130401-G;  Bilgenöle aus der Binnenschifffahrt;-;-
2010;EAV-130402-G;  Bilgenöle aus Molenablaufkanälen;-;-
2010;EAV-130403-G;  Bilgenöle aus der übrigen Schifffahrt;23;5,4
2010;EAV-130501-G;  Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.;311;14,5
2010;EAV-130502-G;  Schlämme aus Öl-/Wasserabscheidern;1982;56,3
2010;EAV-130503-G;  Schlämme aus Einlaufschächten;555;21,9
2010;EAV-130506-G;  Öle aus Öl-/Wasserabscheidern;67;1,9
2010;EAV-130507-G;  Öliges Wasser aus Öl-/Wasserabscheidern;374;16,4
2010;EAV-130508-G;  Abfallgemische a.Sandfanganlagen, Öl-/Wasserabsch.;935;23,2
2010;EAV-130701-G;  Heizöl und Diesel;136;1,0
2010;EAV-130702-G;  Benzin;65;0,9
2010;EAV-130703-G;  Andere Brennstoffe (einschließlich Gemische);218;7,1
2010;EAV-130801-G;  Ölabfälle: Schlämme oder Emulsionen aus Entsalzern;-;-
2010;EAV-130802-G;  Ölabfälle: Andere Emulsionen;441;14,0
2010;EAV-130899-G;  Ölabfälle: Abfälle a.n.g.;386;14,6
2010;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;;
2010;EAV-140601-G;  Fluorchlorkohlenwasserstoffe, HFCKW, HFKW;81;0,1
2010;EAV-140602-G;  Andere halogenierte Lösemittel u. Lösemittelgem.;469;3,8
2010;EAV-140603-G;  Andere Lösemittel und Lösemittelgemische;3358;45,9
2010;EAV-140604-G;  Schlämme, feste Abfälle (halogenierte Lösemittel);30;0,6
2010;EAV-140605-G;  Schlämme, feste Abfälle (andere Lösemittel );88;2,1
2010;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;;
2010;EAV-150101-U;  Verpackungen aus Papier und Pappe;12275;1656,2
2010;EAV-150102-U;  Verpackungen aus Kunststoff;8911;424,4
2010;EAV-150103-U;  Verpackungen aus Holz;6122;348,3
2010;EAV-150104-U;  Verpackungen aus Metall;1035;48,4
2010;EAV-150105-U;  Verbundverpackungen;417;68,7
2010;EAV-15010600-U;  Gemischte Verpackungen nicht differenzierbar;6159;610,6
2010;EAV-15010601-U;  Leichtverpackungen (LVP);1535;34,9
2010;EAV-15010602-U;  Gemischte Wertstoffe zus. mit Leichtverpackungen;-;-
2010;EAV-150107-U;  Verpackungen aus Glas;947;118,4
2010;EAV-150109-U;  Verpackungen aus Textilien;30;0,9
2010;EAV-150110-G;  Verpackungen mit Rückständen gefährlicher Stoffe;3919;36,1
2010;EAV-150111-G;  Verpackungen aus Metall;122;0,3
2010;EAV-150202-G;  Aufsaug- und Filtermaterialien, Wischtücher;8287;118,6
2010;EAV-150203-U;  Aufsaug- und Filtermaterialien (ohne 150202);545;25,0
2010;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;;
2010;EAV-160103-U;  Altreifen;685;60,9
2010;EAV-160104-G;  Altfahrzeuge;26;12,8
2010;EAV-160106-U;  Altfahrzeuge ohne gefährliche Bestandteile;16;0,7
2010;EAV-160107-G;  Altfahrzeuge: Ölfilter;434;1,4
2010;EAV-160108-G;  Altfahrzeuge: Quecksilberhaltige Bauteile;5;0,0
2010;EAV-160109-G;  Altfahrzeuge: Bauteile, die PCB enthalten;6;0,1
2010;EAV-160110-G;  Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags);38;0,4
2010;EAV-160111-G;  Altfahrzeuge: Asbesthaltige Bremsbeläge;3;0,0
2010;EAV-160112-U;  Bremsbeläge (ohne 160111);30;2,7
2010;EAV-160113-G;  Altfahrzeuge: Bremsflüssigkeiten;173;0,7
2010;EAV-160114-G;  Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen;488;3,6
2010;EAV-160115-U;  Frostschutzmittel (ohne 160114);24;0,1
2010;EAV-160116-U;  Altfahrzeuge: Flüssiggasbehälter;-;-
2010;EAV-160117-U;  Altfahrzeuge: Eisenmetalle;294;217,0
2010;EAV-160118-U;  Altfahrzeuge: Nichteisenmetalle;137;17,6
2010;EAV-160119-U;  Altfahrzeuge: Kunststoffe;182;9,5
2010;EAV-160120-U;  Altfahrzeuge: Glas;122;7,9
2010;EAV-16012100-G;  Gefährl. Bauteile (oh.160107-160111,160113-160114);25;1,1
2010;EAV-16012101-G;  Gefährl. metall.Bauteile (oh.160107-11,160113-14);7;0,6
2010;EAV-16012102-G;  Gefährl. n.metall.Bauteile(oh.160107-11,160113-14);-;-
2010;EAV-16012200-U;  Bauteile nicht differenzierbar;16;3,2
2010;EAV-16012201-U;  Metallische Bauteile;32;0,7
2010;EAV-16012202-U;  Nicht metallische Bauteile;6;0,1
2010;EAV-160199-U;  Altfahrzeuge: Abfälle a.n.g.;31;2,4
2010;EAV-160209-G;  Transformatoren u. Kondensatoren, die PCB enthal.;277;0,5
2010;EAV-160210-G;  Gebrauchte Geräte, die PCB enthalten (oh.160209);37;0,1
2010;EAV-160211-G;  Gebrauchte Geräte;725;1,1
2010;EAV-160212-G;  Gebrauchte Geräte, die freies Asbest enthalten;50;0,3
2010;EAV-160213-G;  Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12);2305;23,8
2010;EAV-160214-U;  Gebrauchte Geräte (ohne 160209 bis 160213);1663;21,3
2010;EAV-16021500-G;  Aus gebrauchten Geräten entfernte gefährl.Bauteile;55;0,3
2010;EAV-16021501-G;  Quecksilberhaltige Abfälle;10;0,0
2010;EAV-16021502-G;  Leiterplatten;57;0,4
2010;EAV-16021503-G;  Tonerkartuschen;251;0,3
2010;EAV-16021504-G;  Kunststoffe mit bromiertem Flammschutzmittel;-;-
2010;EAV-16021505-G;  Asbesthaltige Bauteile;4;0,1
2010;EAV-16021506-G;  Kathodenstrahlröhren;6;0,0
2010;EAV-16021507-G;  Gasentladungslampen;14;0,0
2010;EAV-16021508-G;  Flüssigkristallanzeigen;-;-
2010;EAV-16021509-G;  Externe elektrische Leitungen;43;0,2
2010;EAV-16021510-G;  Bauteile, die feuerfeste Keramikfasern enthalten;-;-
2010;EAV-16021511-G;  Elektrolyt - Kondensatoren;3;0,0
